"기준_날짜","집계_기준","기준_시간대","시작_대여소_ID","시작_대여소명","종료_대여소_ID","종료_대여소명","전체_건수","전체_이용_분","전체_이용_거리"
"20260214","도착시간","2350","ST-1279","상계6,7동_027_2","ST-3175","창4동_048_1","1","10","1394"
"20260214","도착시간","1210","ST-1296","쌍문2동_015_1","ST-2710","상계8동_002_1","1","13","2267"
"20260214","도착시간","1510","ST-860","번2동_025_1","ST-860","번2동_025_1","1","29","2176"
"20260214","도착시간","1725","ST-235","왕십리도선동_037_1","ST-112","성수2가3동_004_1","1","96","8190"
"20260214","도착시간","0855","ST-2358","대방동_018_1","ST-1983","신길7동_021_1","1","4","845"
"20260214","도착시간","1755","ST-47","여의동_001_2","ST-51","여의동_001_3","1","3","521"
"20260214","도착시간","1925","ST-130","삼청동_001_1","ST-1804","삼청동_004_2","1","60","492"
"20260214","도착시간","2000","ST-1178","대치4동_001_1","ST-547","잠실2동_058_1","1","118","5016"
"20260214","도착시간","1130","ST-1289","","ST-2095","도봉2동_001_1","1","11","492"
"20260214","도착시간","1320","ST-1070","송파1동_014_1","ST-3214","방이2동_006_1","1","112","3381"
"20260214","도착시간","1140","ST-1215","안암동_008_1","ST-1455","안암동_013_1","1","3","410"
"20260214","도착시간","1655","ST-2049","발산1동_001_4","ST-2049","발산1동_001_4","1","57","445"
"20260214","도착시간","1350","ST-2556","발산1동_004_1","ST-2047","가양1동_016_6","1","13","2010"
"20260214","도착시간","1535","ST-2047","가양1동_016_6","ST-2056","발산1동_035_2","1","7","1042"
"20260214","도착시간","2250","ST-1249","등촌3동_064_1","ST-2023","가양1동_052_1","1","9","1263"
"20260214","도착시간","0025","ST-793","압구정동_025_1","ST-2688","압구정동_026_1","1","3","1769"
"20260214","도착시간","1245","ST-1839","성내3동_018_2","ST-1720","오륜동_001_4","1","14","1046"
"20260214","도착시간","1745","ST-3249","이촌1동_016_1","ST-32","서교동_033_1","1","30","8240"
"20260214","도착시간","1140","ST-2335","마장동_014_1","ST-447","마장동_022_1","1","",""
"20260214","도착시간","0045","ST-936","구로3동_034_2","ST-2641","독산4동_002_1","1","11","1351"
"20260214","도착시간","1200","ST-542","잠실4동_003_4","ST-541","풍납2동_024_1","1","58","3172"
"20260214","도착시간","1145","ST-2887","화곡2동_028_1","ST-2017","목1동_031_1","1","13","1607"
"20260214","도착시간","1725","ST-453","진관동_011_3","ST-1329","진관동_028_1","1","5","850"
"20260214","도착시간","1910","ST-3009","서초3동_026_1","ST-758","방배4동_025_1","2","35","4218"
"20260214","도착시간","1550","ST-2362","사당1동_026_1","ST-2355","사당1동_034_1","1","3","364"
"20260214","도착시간","2145","ST-119","사직동_008_1","ST-124","사직동_009_4","1","119","1441"
"20260214","도착시간","1155","ST-2860","상봉1동_003_2","ST-2921","상봉1동_003_3","1","83","396"
"20260214","도착시간","1450","ST-31","대흥동_013_2","ST-2975","서강동_009_1","1","5","727"
"20260214","도착시간","0745","ST-2996","신사동_026_1","ST-702","신림동_006_1","1","3","656"
"20260214","도착시간","2225","ST-2364","사당1동_044_1","ST-1154","사당5동_004_1","1","7","1443"
"20260214","도착시간","0155","ST-2653","신대방1동_019_1","ST-2873","신사동_003_1","1","9","1702"
"20260214","도착시간","1530","ST-3288","상계2동_031_2","ST-3015","상계6,7동_042_1","1","108","2275"
"20260214","도착시간","1155","ST-558","묵2동_029_1","ST-1111","공릉1동_042_1","1","2","351"
"20260214","도착시간","1730","ST-2264","역촌동_068_1","ST-479","역촌동_080_1","1","3","445"
"20260214","도착시간","1445","ST-269","제기동_025_1","ST-2274","제기동_043_1","1","59","3574"
"20260214","도착시간","2200","ST-169","가회동_002_1","ST-2190","후암동_020_1","1","23","3708"
"20260214","도착시간","2105","ST-908","방이1동_013_1","ST-1070","송파1동_014_1","2","38","3727"
"20260214","도착시간","1615","ST-2886","발산1동_007_4","ST-2831","공항동_049_1","1","13","879"
"20260214","도착시간","1145","ST-3242","가락본동_044_1","ST-2575","가락본동_007_1","1","8","604"
"20260214","도착시간","1305","ST-136","명동_001_3","ST-140","소공동_001_1","1","12","692"
"20260214","도착시간","1445","ST-3235","영등포동_038_1","ST-3142","영등포본동_020_3","1","4","602"
"20260214","도착시간","0945","ST-315","신정6동_017_1","ST-2762","신정4동_013_1","1","9","1844"
"20260214","도착시간","1415","ST-3403","옥수동_006_1","ST-3403","옥수동_006_1","1","",""
"20260214","도착시간","1355","ST-18","서교동_004_1","ST-10","서교동_044_1","1","7","720"
"20260214","도착시간","1210","ST-3235","영등포동_038_1","ST-3235","영등포동_038_1","1","27","615"
"20260214","도착시간","1020","ST-1544","사당3동_017_1","ST-1544","사당3동_017_1","1","",""
"20260214","도착시간","1825","ST-1610","종로5,6가동_010_4","ST-189","신당동_007_1","1","14","1445"
"20260214","도착시간","0110","ST-1469","창2동_033_1","ST-2069","월계2동_014_1","1","4","824"
"20260214","도착시간","1620","ST-2961","신정6동_028_1","ST-2007","신정2동_028_1","1","7","834"
"20260214","도착시간","1425","ST-2017","목1동_031_1","ST-2774","목5동_063_1","1","13","2030"
"20260214","도착시간","1450","ST-523","우장산동_082_1","ST-2027","화곡1동_006_1","1","56","2452"
"20260214","도착시간","1735","ST-99","자양3동_036_1","ST-3309","자양4동_013_1","1","21","1571"
"20260214","도착시간","1235","ST-2041","가양1동_014_3","ST-2050","공항동_060_1","1","11","1976"
"20260214","도착시간","1310","ST-438","청파동_011_1","ST-1325","남영동_003_1","1","103","1981"
"20260214","도착시간","1215","ST-974","화양동_008_6","ST-3012","구의3동_006_1","1","13","2521"
"20260214","도착시간","0610","ST-2507","용신동_053_1","ST-265","용신동_044_1","1","5","805"
"20260214","도착시간","1635","ST-8","합정동_023_2","ST-8","합정동_023_2","1","",""
"20260214","도착시간","1245","ST-1542","신대방1동_015_1","ST-2614","신사동_024_1","1","10","1896"
"20260214","도착시간","1355","ST-2614","신사동_024_1","ST-2371","중앙동_009_1","1","16","2697"
"20260214","도착시간","0325","ST-965","낙성대동_016_1","ST-2842","청룡동_032_1","1","6","694"
"20260214","도착시간","1840","ST-438","청파동_011_1","ST-2173","한강로동_009_1","2","50","5737"
"20260214","도착시간","2225","ST-110","상암동_001_1","ST-78","상암동_001_2","1","66","10159"
