"기준_날짜","집계_기준","기준_시간대","시작_대여소_ID","시작_대여소명","종료_대여소_ID","종료_대여소명","전체_건수","전체_이용_분","전체_이용_거리"
"20250331","출발시간","1640","ST-1352","발산1동_065_1","ST-3284","발산1동_004_4","1","9","1150"
"20250331","출발시간","1705","ST-3223","오류2동_013_2","ST-871","오류2동_011_2","1","6","1007"
"20250331","출발시간","1705","ST-727","신대방1동_046_1","ST-936","구로3동_034_2","1","8","773"
"20250331","출발시간","0805","ST-3209","천호2동_005_1","ST-493","천호2동_029_2","1","3","690"
"20250331","출발시간","1540","ST-612","상계1동_028_1","ST-1119","상계1동_004_1","1","10","890"
"20250331","출발시간","1815","ST-2018","염창동_061_2","ST-3125","염창동_087_1","1","4","439"
"20250331","출발시간","2140","ST-1099","상봉2동_019_1","ST-2629","상봉2동_015_1","1","7","1249"
"20250331","출발시간","1800","ST-361","송정동_009_1","ST-365","금호4가동_007_1","1","34","5925"
"20250331","출발시간","1325","ST-758","방배4동_025_1","ST-2669","방배3동_025_1","1","13","1866"
"20250331","출발시간","0120","ST-1964","신도림동_030_1","ST-3212","당산1동_009_1","1","8","1422"
"20250331","출발시간","0845","ST-1081","송파1동_030_1","ST-891","잠실6동_001_7","1","11","1177"
"20250331","출발시간","1430","ST-2398","신정6동_026_2","ST-1995","목1동_006_2","1","11","1424"
"20250331","출발시간","1345","ST-1197","왕십리도선동_024_1","ST-2787","행당1동_014_1","1","11","1065"
"20250331","출발시간","2215","ST-302","신길3동_027_1","ST-290","도림동_002_3","1","9","1100"
"20250331","출발시간","2215","ST-1691","대흥동_014_1","ST-2975","서강동_009_1","1","5","946"
"20250331","출발시간","2155","ST-2569","가양1동_016_7","ST-2992","화곡3동_040_1","1","10","1376"
"20250331","출발시간","2040","ST-1300","장안1동_070_1","ST-410","장안1동_003_1","1","8","1598"
"20250331","출발시간","1830","ST-2269","답십리1동_009_1","ST-3286","전농1동_003_2","1","5","812"
"20250331","출발시간","0650","ST-3323","영등포동_027_1","ST-2822","영등포동_039_1","1","3","584"
"20250331","출발시간","1620","ST-823","개포3동_002_1","ST-1186","수서동_023_1","1","18","3226"
"20250331","출발시간","0910","ST-2574","풍납2동_049_3","ST-2571","잠실6동_001_4","1","11","1599"
"20250331","출발시간","1235","ST-2305","자양3동_007_1","ST-2314","자양1동_023_1","1","6","595"
"20250331","출발시간","0915","ST-315","신정6동_017_1","ST-994","목1동_005_2","1","7","1159"
"20250331","출발시간","1715","ST-1881","대치4동_011_1","ST-1881","대치4동_011_1","1","70","4747"
"20250331","출발시간","1935","ST-2431","광희동_001_4","ST-2431","광희동_001_4","1","",""
"20250331","출발시간","1815","ST-1773","소공동_001_6","ST-1822","사직동_010_1","1","17","2048"
"20250331","출발시간","2120","ST-2154","용강동_040_1","ST-3204","영등포동_053_2","1","22","4294"
"20250331","출발시간","1555","ST-2962","서초2동_041_1","ST-1406","서초2동_039_1","1","3","457"
"20250331","출발시간","0855","ST-2044","가양1동_012_11","ST-3251","가양1동_012_16","5","10","2207"
"20250331","출발시간","1720","ST-2610","번3동_001_2","ST-2610","번3동_001_2","1","46","9449"
"20250331","출발시간","0550","ST-203","공덕동_009_1","ST-214","공덕동_011_1","1","7","1070"
