"기준_날짜","집계_기준","기준_시간대","시작_대여소_ID","시작_대여소명","종료_대여소_ID","종료_대여소명","전체_건수","전체_이용_분","전체_이용_거리"
"20251010","출발시간","0610","ST-2050","공항동_060_1","ST-1062","공항동_004_1","1","6","981"
"20251010","출발시간","2055","ST-2023","가양1동_052_1","ST-2023","가양1동_052_1","1","14","2300"
"20251010","출발시간","0650","ST-2636","망우본동_031_1","ST-850","상봉2동_008_1","1","12","1373"
"20251010","출발시간","0825","ST-2266","이문2동_025_1","ST-403","청량리동_003_2","1","26","3946"
"20251010","출발시간","0910","ST-3179","일원1동_012_3","ST-1574","개포3동_028_1","1","9","1335"
"20251010","출발시간","0840","ST-1727","방화1동_052_1","ST-1727","방화1동_052_1","1","",""
"20251010","출발시간","1525","ST-579","석관동_032_1","ST-2231","석관동_068_1","1","32","1715"
"20251010","출발시간","0515","ST-2605","문정2동_045_1","ST-1084","문정1동_003_1","1","10","1296"
"20251010","출발시간","1820","ST-2659","반포1동_011_1","ST-780","잠원동_008_1","1","90","2340"
"20251010","출발시간","0920","ST-2873","신사동_003_1","ST-1938","가산동_003_4","1","19","3357"
"20251010","출발시간","2105","ST-2489","가양1동_001_1","ST-1351","등촌3동_001_1","1","12","1889"
"20251010","출발시간","1140","ST-3139","연희동_042_1","ST-2979","연남동_029_2","1","14","2609"
"20251010","출발시간","0100","ST-391","전농1동_001_1","ST-392","전농1동_054_1","1","5","1324"
"20251010","출발시간","0725","ST-1239","오류2동_018_1","ST-2435","오류2동_018_2","1","8","1416"
"20251010","출발시간","0825","ST-2574","풍납2동_049_3","ST-2876","방이2동_005_1","1","8","1789"
"20251010","출발시간","0005","ST-413","당산1동_014_1","ST-292","양평1동_013_1","1","4","749"
"20251010","출발시간","1845","ST-1404","서초1동_008_1","ST-1902","서초2동_010_1","1","8","792"
"20251010","출발시간","1545","ST-1577","역삼1동_044_1","ST-1902","서초2동_010_1","1","14","1977"
"20251010","출발시간","1115","ST-40","신촌동_038_1","ST-3140","신촌동_024_3","1","",""
"20251010","출발시간","1135","ST-3383","여의동_002_17","ST-50","여의동_032_1","1","70","2432"
"20251010","출발시간","2125","ST-464","역촌동_032_1","ST-454","대조동_020_1","1","",""
"20251010","출발시간","1740","ST-871","오류2동_011_2","ST-2855","개봉2동_005_1","1","6","1113"
"20251010","출발시간","1555","ST-1580","오륜동_002_1","ST-2749","길동_012_1","1","11","2114"
"20251010","출발시간","0920","ST-1804","삼청동_004_2","ST-1778","명동_001_11","1","8","976"
"20251010","출발시간","0150","ST-1510","등촌1동_043_1","ST-2552","가양1동_027_4","1","8","1409"
"20251010","출발시간","0855","ST-362","성수1가1동_003_1","ST-3002","성수1가1동_009_1","1","3","514"
"20251010","출발시간","1910","ST-3120","성수2가3동_006_4","ST-105","성수2가3동_006_2","1","",""
"20251010","출발시간","1150","ST-2310","화양동_046_1","ST-482","성수2가3동_008_2","1","7","1057"
"20251010","출발시간","0315","ST-702","신림동_006_1","ST-3143","서림동_023_1","1","17","2183"
"20251010","출발시간","2300","ST-2013","신정7동_043_1","ST-2761","신정4동_005_1","1","11","1842"
"20251010","출발시간","1555","ST-2915","오금동_070_1","ST-1794","마천2동_004_1","1","129","3182"
"20251010","출발시간","0725","ST-1202","안암동_012_1","ST-1215","안암동_008_1","1","5","954"
"20251010","출발시간","0205","ST-2029","우장산동_029_1","ST-524","화곡1동_012_1","1","8","1103"
"20251010","출발시간","0000","ST-2394","청룡동_069_1","ST-1264","청룡동_031_1","1","3","841"
"20251010","출발시간","2310","ST-2039","목5동_023_1","ST-2844","목5동_059_1","1","3","546"
"20251010","출발시간","1210","ST-938","부암동_018_1","ST-938","부암동_018_1","1","86","3174"
"20251010","출발시간","0015","ST-252","중곡1동_005_1","ST-599","중화2동_012_2","1","37","4997"
"20251010","출발시간","1135","ST-1198","왕십리도선동_027_1","ST-2508","용신동_060_1","1","5","1067"
"20251010","출발시간","0200","ST-753","방배2동_013_1","ST-882","은천동_028_1","1","35","4686"
"20251010","출발시간","0755","ST-2748","성내2동_023_1","ST-1083","풍납1동_003_1","1","5","902"
"20251010","출발시간","1355","ST-351","연희동_066_3","ST-2210","연희동_055_1","1","27","2072"
"20251010","출발시간","0715","ST-2059","등촌3동_003_2","ST-1351","등촌3동_001_1","1","5","780"
"20251010","출발시간","0815","ST-2965","공항동_057_1","ST-2871","가양1동_016_8","1","5","550"
"20251010","출발시간","0025","ST-3031","발산1동_004_3","ST-2040","가양1동_012_8","1","188","2183"
"20251010","출발시간","0820","ST-2538","발산1동_007_1","ST-2477","방화1동_077_1","1","45","1853"
"20251010","출발시간","0840","ST-293","영등포동_019_1","ST-413","당산1동_014_1","1","11","1244"
"20251010","출발시간","1035","ST-1681","잠실6동_001_3","ST-2991","잠실3동_006_1","1","9","1097"
"20251010","출발시간","1105","ST-2049","발산1동_001_4","ST-2538","발산1동_007_1","1","7","893"
"20251010","출발시간","1510","ST-1168","양재2동_005_2","ST-1168","양재2동_005_2","1","",""
"20251010","출발시간","0835","ST-1275","구로5동_040_1","ST-1975","도림동_003_1","1","10","1477"
"20251010","출발시간","0720","ST-2054","화곡1동_047_1","ST-2044","가양1동_012_11","1","24","4375"
"20251010","출발시간","0825","ST-432","신월7동_032_1","ST-2011","신정6동_002_1","1","25","3609"
"20251010","출발시간","0820","ST-2819","신길4동_004_1","ST-1237","구로4동_002_1","1","52","4717"
"20251010","출발시간","1155","ST-1147","독산1동_056_1","ST-2895","독산1동_070_1","1","7","540"
"20251010","출발시간","0650","ST-2833","석촌동_015_1","ST-553","잠실3동_034_1","1","6","1311"
"20251010","출발시간","1515","ST-662","신도림동_069_1","ST-3013","구로5동_016_1","1","7","940"
"20251010","출발시간","0845","ST-281","양평1동_008_1","ST-413","당산1동_014_1","1","3","552"
"20251010","출발시간","1120","ST-341","연남동_005_1","ST-18","서교동_004_1","1","34","1799"
"20251010","출발시간","0255","ST-1325","남영동_003_1","ST-334","한강로동_026_1","1","7","1190"
"20251010","출발시간","0220","ST-2184","이촌1동_035_1","ST-2456","한강로동_001_1","1","9","1102"
"20251010","출발시간","0510","ST-3071","위례동_014_3","ST-2847","일원1동_018_2","1","30","5300"
"20251010","출발시간","1415","ST-1850","고덕2동_034_1","ST-2739","상일1동_057_1","1","5","684"
"20251010","출발시간","1155","ST-972","화양동_008_4","ST-974","화양동_008_6","1","158","665"
"20251010","출발시간","1635","ST-2222","월곡2동_030_1","ST-3206","제기동_030_1","1","9","2530"
"20251010","출발시간","0735","ST-1522","개봉2동_030_1","ST-1963","구로2동_001_3","1","17","2026"
"20251010","출발시간","1105","ST-1731","목1동_003_5","ST-1006","목5동_005_1","1","12","1874"
"20251010","출발시간","0900","ST-2898","월곡1동_008_1","ST-1105","송중동_019_1","1","5","1002"
"20251010","출발시간","0930","ST-317","신정3동_010_1","ST-678","개봉1동_021_1","1","9","1043"
"20251010","출발시간","1645","ST-2398","신정6동_026_2","ST-2396","신정6동_002_3","1","7","779"
"20251010","출발시간","0855","ST-347","북가좌2동_007_1","ST-2777","응암1동_031_2","1","15","2677"
"20251010","출발시간","0040","ST-2574","풍납2동_049_3","ST-2574","풍납2동_049_3","1","79","4827"
"20251010","출발시간","0910","ST-2031","가양1동_018_1","ST-2031","가양1동_018_1","1","50","1512"
"20251010","출발시간","1435","ST-479","역촌동_080_1","ST-1025","응암1동_006_1","1","19","1849"
"20251010","출발시간","0800","ST-1063","가양1동_016_1","ST-512","방화1동_048_2","1","5","1002"
"20251010","출발시간","0925","ST-744","내곡동_007_3","ST-742","내곡동_006_3","1","5","1058"
"20251010","출발시간","0755","ST-1352","발산1동_065_1","ST-1064","발산1동_056_1","1","3","556"
"20251010","출발시간","1455","ST-2726","창4동_001_6","ST-1125","상계6,7동_027_1","1","8","765"
"20251010","출발시간","0830","ST-2642","독산1동_046_1","ST-1934","독산2동_025_1","1","8","1450"
"20251010","출발시간","1230","ST-1577","역삼1동_044_1","ST-813","역삼1동_038_1","1","9","1436"
"20251010","출발시간","0000","ST-1353","영등포본동_037_1","ST-1700","영등포본동_012_1","1","",""
"20251010","출발시간","0845","ST-2029","우장산동_029_1","ST-2557","화곡6동_024_1","1","4","849"
"20251010","출발시간","0850","ST-1681","잠실6동_001_3","ST-1868","잠실3동_028_1","1","5","713"
"20251010","출발시간","0920","ST-2591","가락1동_048_6","ST-2576","문정2동_025_1","1","3","364"
"20251010","출발시간","0505","ST-2833","석촌동_015_1","ST-1681","잠실6동_001_3","1","8","1260"
"20251010","출발시간","0815","ST-976","신림동_027_2","ST-3392","신대방2동_020_2","1","7","1135"
"20251010","출발시간","1710","ST-119","사직동_008_1","ST-1684","풍납1동_002_1","1","112","2633"
"20251010","출발시간","0450","ST-413","당산1동_014_1","ST-1973","당산2동_037_1","1","8","844"
"20251010","출발시간","0905","ST-1655","반포2동_028_1","X","","1","28","2008"
"20251010","출발시간","0405","ST-3214","방이2동_006_1","ST-1851","석촌동_036_1","1","9","1207"
"20251010","출발시간","0105","ST-997","목4동_036_1","ST-1995","목1동_006_2","1","77","1114"
"20251010","출발시간","0810","ST-197","다산동_016_1","ST-3381","신당동_005_4","1","9","1700"
"20251010","출발시간","0845","ST-2748","성내2동_023_1","ST-503","성내1동_004_1","1","5","1050"
"20251010","출발시간","1505","ST-3224","신정3동_010_2","ST-319","신월7동_015_1","1","3","519"
"20251010","출발시간","0850","ST-943","을지로동_001_6","ST-161","종로5,6가동_009_2","1","5","1106"
"20251010","출발시간","2145","ST-2992","화곡3동_040_1","ST-2832","발산1동_071_1","1","9","1750"
"20251010","출발시간","1720","ST-1699","문래동_002_1","ST-91","상암동_029_2","1","52","6884"
"20251010","출발시간","0850","ST-495","성내3동_041_1","ST-1687","성내3동_018_1","1","6","2070"
"20251010","출발시간","1040","ST-1729","삼전동_044_1","ST-1729","삼전동_044_1","2","161","3918"
"20251010","출발시간","0820","ST-2807","당산2동_039_1","ST-287","당산2동_017_1","1","",""
"20251010","출발시간","0820","ST-2482","방화1동_023_1","ST-824","방화1동_008_1","1","1","340"
"20251010","출발시간","0820","ST-1455","안암동_013_1","ST-152","필동_005_1","1","57","5356"
"20251010","출발시간","1145","ST-3149","중계4동_002_1","ST-914","상계5동_001_2","1","21","628"
