시작_대여소_ID,시작_대여소명,시간_시,전체_건수
ST-10,서교동_044_1,0,1
ST-10,서교동_044_1,1,5
ST-10,서교동_044_1,2,8
ST-10,서교동_044_1,5,2
ST-10,서교동_044_1,7,2
ST-10,서교동_044_1,8,1
ST-10,서교동_044_1,9,2
ST-10,서교동_044_1,10,2
ST-10,서교동_044_1,11,8
ST-10,서교동_044_1,12,12
ST-10,서교동_044_1,13,6
ST-10,서교동_044_1,14,7
ST-10,서교동_044_1,15,8
ST-10,서교동_044_1,16,10
ST-10,서교동_044_1,17,4
ST-10,서교동_044_1,18,10
ST-10,서교동_044_1,19,12
ST-10,서교동_044_1,20,7
ST-10,서교동_044_1,21,10
ST-10,서교동_044_1,22,3
ST-1000,신정7동_001_1,1,1
ST-1000,신정7동_001_1,2,1
ST-1000,신정7동_001_1,5,1
ST-1000,신정7동_001_1,6,6
ST-1000,신정7동_001_1,7,23
ST-1000,신정7동_001_1,8,20
ST-1000,신정7동_001_1,9,6
ST-1000,신정7동_001_1,10,6
ST-1000,신정7동_001_1,11,6
ST-1000,신정7동_001_1,12,6
ST-1000,신정7동_001_1,13,9
ST-1000,신정7동_001_1,14,4
ST-1000,신정7동_001_1,15,1
ST-1000,신정7동_001_1,16,7
ST-1000,신정7동_001_1,17,9
ST-1000,신정7동_001_1,18,6
ST-1000,신정7동_001_1,19,7
ST-1000,신정7동_001_1,20,3
ST-1000,신정7동_001_1,21,3
ST-1000,신정7동_001_1,22,7
ST-1002,목1동_006_1,0,6
ST-1002,목1동_006_1,5,3
ST-1002,목1동_006_1,6,3
ST-1002,목1동_006_1,7,15
ST-1002,목1동_006_1,8,12
ST-1002,목1동_006_1,9,11
ST-1002,목1동_006_1,10,9
ST-1002,목1동_006_1,11,4
ST-1002,목1동_006_1,12,12
ST-1002,목1동_006_1,13,10
ST-1002,목1동_006_1,14,17
ST-1002,목1동_006_1,15,12
ST-1002,목1동_006_1,16,13
ST-1002,목1동_006_1,17,13
ST-1002,목1동_006_1,18,43
ST-1002,목1동_006_1,19,28
ST-1002,목1동_006_1,20,15
ST-1002,목1동_006_1,21,6
ST-1002,목1동_006_1,22,10
ST-1002,목1동_006_1,23,2
ST-1004,신정3동_066_1,5,2
ST-1004,신정3동_066_1,6,1
ST-1004,신정3동_066_1,7,19
ST-1004,신정3동_066_1,8,9
ST-1004,신정3동_066_1,9,7
ST-1004,신정3동_066_1,10,2
ST-1004,신정3동_066_1,11,6
ST-1004,신정3동_066_1,12,2
ST-1004,신정3동_066_1,13,2
ST-1004,신정3동_066_1,15,3
ST-1004,신정3동_066_1,16,6
ST-1004,신정3동_066_1,17,3
ST-1004,신정3동_066_1,20,2
ST-1004,신정3동_066_1,22,2
ST-1005,신정1동_007_1,1,2
ST-1005,신정1동_007_1,2,6
ST-1005,신정1동_007_1,6,4
ST-1005,신정1동_007_1,7,30
ST-1005,신정1동_007_1,8,43
ST-1005,신정1동_007_1,9,16
ST-1005,신정1동_007_1,10,16
ST-1005,신정1동_007_1,11,17
ST-1005,신정1동_007_1,12,9
ST-1005,신정1동_007_1,13,16
ST-1005,신정1동_007_1,14,13
ST-1005,신정1동_007_1,15,9
ST-1005,신정1동_007_1,16,13
ST-1005,신정1동_007_1,17,17
ST-1005,신정1동_007_1,18,21
ST-1005,신정1동_007_1,19,14
ST-1005,신정1동_007_1,20,21
ST-1005,신정1동_007_1,21,9
ST-1005,신정1동_007_1,22,7
ST-1005,신정1동_007_1,23,3
ST-1006,목5동_005_1,5,2
ST-1006,목5동_005_1,6,4
ST-1006,목5동_005_1,7,35
ST-1006,목5동_005_1,8,37
ST-1006,목5동_005_1,9,14
ST-1006,목5동_005_1,10,17
ST-1006,목5동_005_1,11,13
ST-1006,목5동_005_1,12,8
ST-1006,목5동_005_1,13,16
ST-1006,목5동_005_1,14,6
ST-1006,목5동_005_1,15,8
ST-1006,목5동_005_1,16,3
ST-1006,목5동_005_1,17,14
ST-1006,목5동_005_1,18,14
ST-1006,목5동_005_1,19,12
ST-1006,목5동_005_1,20,5
ST-1006,목5동_005_1,21,10
ST-1006,목5동_005_1,22,12
ST-1006,목5동_005_1,23,8
ST-1007,신월7동_013_1,0,1
ST-1007,신월7동_013_1,1,3
ST-1007,신월7동_013_1,4,1
ST-1007,신월7동_013_1,5,3
ST-1007,신월7동_013_1,6,4
ST-1007,신월7동_013_1,7,17
ST-1007,신월7동_013_1,8,16
ST-1007,신월7동_013_1,9,5
ST-1007,신월7동_013_1,10,3
ST-1007,신월7동_013_1,11,1
ST-1007,신월7동_013_1,12,2
ST-1007,신월7동_013_1,13,3
ST-1007,신월7동_013_1,14,4
ST-1007,신월7동_013_1,15,3
ST-1007,신월7동_013_1,17,6
ST-1007,신월7동_013_1,18,2
ST-1007,신월7동_013_1,19,2
ST-1007,신월7동_013_1,20,2
ST-1007,신월7동_013_1,21,5
ST-1007,신월7동_013_1,22,4
ST-1007,신월7동_013_1,23,3
ST-1008,신정3동_013_1,2,2
ST-1008,신정3동_013_1,7,2
ST-1008,신정3동_013_1,8,5
ST-1008,신정3동_013_1,9,3
ST-1008,신정3동_013_1,10,5
ST-1008,신정3동_013_1,11,2
ST-1008,신정3동_013_1,12,3
ST-1008,신정3동_013_1,14,2
ST-1008,신정3동_013_1,17,4
ST-1008,신정3동_013_1,18,4
ST-1008,신정3동_013_1,19,2
ST-1008,신정3동_013_1,20,1
ST-1008,신정3동_013_1,21,1
ST-1008,신정3동_013_1,22,2
ST-1008,신정3동_013_1,23,2
ST-1010,신월3동_007_1,0,4
ST-1010,신월3동_007_1,5,1
ST-1010,신월3동_007_1,6,3
ST-1010,신월3동_007_1,7,4
ST-1010,신월3동_007_1,8,10
ST-1010,신월3동_007_1,9,2
ST-1010,신월3동_007_1,10,2
ST-1010,신월3동_007_1,11,5
ST-1010,신월3동_007_1,12,5
ST-1010,신월3동_007_1,13,5
ST-1010,신월3동_007_1,14,3
ST-1010,신월3동_007_1,15,24
ST-1010,신월3동_007_1,16,2
ST-1010,신월3동_007_1,17,3
ST-1010,신월3동_007_1,18,7
ST-1010,신월3동_007_1,19,2
ST-1010,신월3동_007_1,22,2
ST-1011,신월1동_013_1,0,2
ST-1011,신월1동_013_1,1,1
ST-1011,신월1동_013_1,2,2
ST-1011,신월1동_013_1,3,3
ST-1011,신월1동_013_1,6,2
ST-1011,신월1동_013_1,7,11
ST-1011,신월1동_013_1,8,14
ST-1011,신월1동_013_1,9,3
ST-1011,신월1동_013_1,10,4
ST-1011,신월1동_013_1,11,4
ST-1011,신월1동_013_1,12,3
ST-1011,신월1동_013_1,13,2
ST-1011,신월1동_013_1,14,3
ST-1011,신월1동_013_1,15,4
ST-1011,신월1동_013_1,17,3
ST-1011,신월1동_013_1,18,7
ST-1011,신월1동_013_1,19,3
ST-1011,신월1동_013_1,20,18
ST-1011,신월1동_013_1,21,3
ST-1011,신월1동_013_1,23,2
ST-1012,신월3동_001_1,3,2
ST-1012,신월3동_001_1,4,2
ST-1012,신월3동_001_1,7,4
ST-1012,신월3동_001_1,8,3
ST-1012,신월3동_001_1,9,4
ST-1012,신월3동_001_1,10,5
ST-1012,신월3동_001_1,11,2
ST-1012,신월3동_001_1,12,1
ST-1012,신월3동_001_1,13,2
ST-1012,신월3동_001_1,14,5
ST-1012,신월3동_001_1,15,2
ST-1012,신월3동_001_1,16,2
ST-1012,신월3동_001_1,18,3
ST-1012,신월3동_001_1,19,7
ST-1012,신월3동_001_1,20,5
ST-1012,신월3동_001_1,21,1
ST-1013,목3동_027_1,0,3
ST-1013,목3동_027_1,1,3
ST-1013,목3동_027_1,5,1
ST-1013,목3동_027_1,6,3
ST-1013,목3동_027_1,7,1
ST-1013,목3동_027_1,8,11
ST-1013,목3동_027_1,9,4
ST-1013,목3동_027_1,10,2
ST-1013,목3동_027_1,11,7
ST-1013,목3동_027_1,12,9
ST-1013,목3동_027_1,13,7
ST-1013,목3동_027_1,14,5
ST-1013,목3동_027_1,15,4
ST-1013,목3동_027_1,16,1
ST-1013,목3동_027_1,17,4
ST-1013,목3동_027_1,18,1
ST-1013,목3동_027_1,19,4
ST-1013,목3동_027_1,20,5
ST-1013,목3동_027_1,21,9
ST-1013,목3동_027_1,22,9
ST-1013,목3동_027_1,23,5
ST-1014,신정3동_091_1,1,4
ST-1014,신정3동_091_1,4,1
ST-1014,신정3동_091_1,5,1
ST-1014,신정3동_091_1,6,1
ST-1014,신정3동_091_1,7,6
ST-1014,신정3동_091_1,8,3
ST-1014,신정3동_091_1,9,19
ST-1014,신정3동_091_1,10,8
ST-1014,신정3동_091_1,11,5
ST-1014,신정3동_091_1,13,2
ST-1014,신정3동_091_1,15,3
ST-1014,신정3동_091_1,16,7
ST-1014,신정3동_091_1,17,10
ST-1014,신정3동_091_1,19,2
ST-1014,신정3동_091_1,22,4
ST-1015,목5동_002_1,5,1
ST-1015,목5동_002_1,6,10
ST-1015,목5동_002_1,7,25
ST-1015,목5동_002_1,8,38
ST-1015,목5동_002_1,9,5
ST-1015,목5동_002_1,10,2
ST-1015,목5동_002_1,11,17
ST-1015,목5동_002_1,12,11
ST-1015,목5동_002_1,13,10
ST-1015,목5동_002_1,14,9
ST-1015,목5동_002_1,15,4
ST-1015,목5동_002_1,16,8
ST-1015,목5동_002_1,17,19
ST-1015,목5동_002_1,18,64
ST-1015,목5동_002_1,19,28
ST-1015,목5동_002_1,20,18
ST-1015,목5동_002_1,21,9
ST-1015,목5동_002_1,22,4
ST-1015,목5동_002_1,23,4
ST-1016,신월4동_001_1,3,2
ST-1016,신월4동_001_1,6,4
ST-1016,신월4동_001_1,7,3
ST-1016,신월4동_001_1,8,5
ST-1016,신월4동_001_1,9,2
ST-1016,신월4동_001_1,10,2
ST-1016,신월4동_001_1,12,4
ST-1016,신월4동_001_1,13,1
ST-1016,신월4동_001_1,14,2
ST-1016,신월4동_001_1,15,1
ST-1016,신월4동_001_1,18,1
ST-1016,신월4동_001_1,19,3
ST-1017,목5동_008_1,0,1
ST-1017,목5동_008_1,1,1
ST-1017,목5동_008_1,7,3
ST-1017,목5동_008_1,8,9
ST-1017,목5동_008_1,9,7
ST-1017,목5동_008_1,10,8
ST-1017,목5동_008_1,11,3
ST-1017,목5동_008_1,12,6
ST-1017,목5동_008_1,13,4
ST-1017,목5동_008_1,14,11
ST-1017,목5동_008_1,15,13
ST-1017,목5동_008_1,16,23
ST-1017,목5동_008_1,17,23
ST-1017,목5동_008_1,18,20
ST-1017,목5동_008_1,19,21
ST-1017,목5동_008_1,20,20
ST-1017,목5동_008_1,21,13
ST-1017,목5동_008_1,22,22
ST-1017,목5동_008_1,23,6
ST-1018,목5동_051_1,1,4
ST-1018,목5동_051_1,2,2
ST-1018,목5동_051_1,3,2
ST-1018,목5동_051_1,6,5
ST-1018,목5동_051_1,7,14
ST-1018,목5동_051_1,8,24
ST-1018,목5동_051_1,9,10
ST-1018,목5동_051_1,10,15
ST-1018,목5동_051_1,11,5
ST-1018,목5동_051_1,12,11
ST-1018,목5동_051_1,13,12
ST-1018,목5동_051_1,14,10
ST-1018,목5동_051_1,15,11
ST-1018,목5동_051_1,16,18
ST-1018,목5동_051_1,17,17
ST-1018,목5동_051_1,18,13
ST-1018,목5동_051_1,19,19
ST-1018,목5동_051_1,20,15
ST-1018,목5동_051_1,21,28
ST-1018,목5동_051_1,22,14
ST-1018,목5동_051_1,23,9
ST-1019,목1동_003_1,6,2
ST-1019,목1동_003_1,12,1
ST-1019,목1동_003_1,13,3
ST-1019,목1동_003_1,15,3
ST-1019,목1동_003_1,16,1
ST-1019,목1동_003_1,17,6
ST-1019,목1동_003_1,18,4
ST-1019,목1동_003_1,20,1
ST-1019,목1동_003_1,21,2
ST-1019,목1동_003_1,22,1
ST-102,자양1동_036_1,0,2
ST-102,자양1동_036_1,1,5
ST-102,자양1동_036_1,2,1
ST-102,자양1동_036_1,7,3
ST-102,자양1동_036_1,8,7
ST-102,자양1동_036_1,9,1
ST-102,자양1동_036_1,10,5
ST-102,자양1동_036_1,11,2
ST-102,자양1동_036_1,12,5
ST-102,자양1동_036_1,13,5
ST-102,자양1동_036_1,14,6
ST-102,자양1동_036_1,15,7
ST-102,자양1동_036_1,16,10
ST-102,자양1동_036_1,17,16
ST-102,자양1동_036_1,18,25
ST-102,자양1동_036_1,19,17
ST-102,자양1동_036_1,20,8
ST-102,자양1동_036_1,21,9
ST-102,자양1동_036_1,22,8
ST-102,자양1동_036_1,23,8
ST-1023,진관동_001_1,20,2
ST-1024,진관동_001_2,2,2
ST-1024,진관동_001_2,6,2
ST-1024,진관동_001_2,9,2
ST-1024,진관동_001_2,12,2
ST-1024,진관동_001_2,13,1
ST-1024,진관동_001_2,14,1
ST-1024,진관동_001_2,17,1
ST-1024,진관동_001_2,18,1
ST-1024,진관동_001_2,21,1
ST-1024,진관동_001_2,22,1
ST-1025,응암1동_006_1,1,2
ST-1025,응암1동_006_1,5,2
ST-1025,응암1동_006_1,6,2
ST-1025,응암1동_006_1,8,7
ST-1025,응암1동_006_1,9,1
ST-1025,응암1동_006_1,10,2
ST-1025,응암1동_006_1,12,3
ST-1025,응암1동_006_1,13,3
ST-1025,응암1동_006_1,14,6
ST-1025,응암1동_006_1,15,5
ST-1025,응암1동_006_1,16,4
ST-1025,응암1동_006_1,17,6
ST-1025,응암1동_006_1,18,6
ST-1025,응암1동_006_1,19,3
ST-1025,응암1동_006_1,21,2
ST-1025,응암1동_006_1,22,4
ST-1025,응암1동_006_1,23,2
ST-1027,진관동_006_1,6,4
ST-1027,진관동_006_1,8,2
ST-1027,진관동_006_1,12,4
ST-1027,진관동_006_1,13,4
ST-1027,진관동_006_1,16,3
ST-1027,진관동_006_1,17,5
ST-1027,진관동_006_1,18,2
ST-1027,진관동_006_1,20,2
ST-1027,진관동_006_1,21,6
ST-1027,진관동_006_1,22,6
ST-1028,진관동_003_1,0,2
ST-1028,진관동_003_1,6,4
ST-1028,진관동_003_1,7,11
ST-1028,진관동_003_1,8,2
ST-1028,진관동_003_1,9,1
ST-1028,진관동_003_1,10,2
ST-1028,진관동_003_1,11,4
ST-1028,진관동_003_1,12,2
ST-1028,진관동_003_1,13,2
ST-1028,진관동_003_1,15,2
ST-1028,진관동_003_1,17,2
ST-1028,진관동_003_1,18,2
ST-1028,진관동_003_1,20,1
ST-1028,진관동_003_1,21,1
ST-1029,녹번동_029_1,1,2
ST-1029,녹번동_029_1,5,2
ST-1029,녹번동_029_1,7,8
ST-1029,녹번동_029_1,8,10
ST-1029,녹번동_029_1,9,20
ST-1029,녹번동_029_1,10,2
ST-1029,녹번동_029_1,11,8
ST-1029,녹번동_029_1,12,6
ST-1029,녹번동_029_1,13,13
ST-1029,녹번동_029_1,14,8
ST-1029,녹번동_029_1,15,2
ST-1029,녹번동_029_1,16,13
ST-1029,녹번동_029_1,17,10
ST-1029,녹번동_029_1,18,8
ST-1029,녹번동_029_1,19,8
ST-1029,녹번동_029_1,20,5
ST-1029,녹번동_029_1,21,5
ST-103,송정동_004_1,0,1
ST-103,송정동_004_1,1,1
ST-103,송정동_004_1,4,1
ST-103,송정동_004_1,5,1
ST-103,송정동_004_1,7,4
ST-103,송정동_004_1,9,2
ST-103,송정동_004_1,12,2
ST-103,송정동_004_1,14,2
ST-103,송정동_004_1,15,4
ST-103,송정동_004_1,16,4
ST-103,송정동_004_1,17,8
ST-103,송정동_004_1,18,21
ST-103,송정동_004_1,19,11
ST-103,송정동_004_1,20,5
ST-103,송정동_004_1,21,5
ST-103,송정동_004_1,22,2
ST-103,송정동_004_1,23,2
ST-1031,진관동_105_1,1,2
ST-1031,진관동_105_1,7,2
ST-1031,진관동_105_1,8,4
ST-1031,진관동_105_1,19,2
ST-1032,불광1동_030_1,6,3
ST-1032,불광1동_030_1,7,7
ST-1032,불광1동_030_1,8,6
ST-1032,불광1동_030_1,10,2
ST-1032,불광1동_030_1,11,1
ST-1032,불광1동_030_1,12,2
ST-1032,불광1동_030_1,13,4
ST-1032,불광1동_030_1,14,3
ST-1032,불광1동_030_1,15,2
ST-1032,불광1동_030_1,17,1
ST-1032,불광1동_030_1,18,7
ST-1032,불광1동_030_1,19,1
ST-1032,불광1동_030_1,21,3
ST-1032,불광1동_030_1,22,4
ST-1032,불광1동_030_1,23,2
ST-1033,불광2동_001_1,7,1
ST-1033,불광2동_001_1,8,7
ST-1033,불광2동_001_1,9,2
ST-1033,불광2동_001_1,10,1
ST-1033,불광2동_001_1,11,1
ST-1033,불광2동_001_1,12,2
ST-1033,불광2동_001_1,15,2
ST-1033,불광2동_001_1,17,4
ST-1033,불광2동_001_1,20,2
ST-1034,증산동_030_1,2,2
ST-1034,증산동_030_1,7,3
ST-1034,증산동_030_1,8,6
ST-1034,증산동_030_1,9,6
ST-1034,증산동_030_1,10,4
ST-1034,증산동_030_1,12,1
ST-1034,증산동_030_1,13,8
ST-1034,증산동_030_1,14,2
ST-1034,증산동_030_1,15,1
ST-1034,증산동_030_1,16,4
ST-1034,증산동_030_1,17,7
ST-1034,증산동_030_1,18,8
ST-1034,증산동_030_1,21,2
ST-1034,증산동_030_1,22,4
ST-1035,불광2동_020_1,0,4
ST-1035,불광2동_020_1,2,2
ST-1035,불광2동_020_1,3,2
ST-1035,불광2동_020_1,7,2
ST-1035,불광2동_020_1,8,6
ST-1035,불광2동_020_1,9,5
ST-1035,불광2동_020_1,10,3
ST-1035,불광2동_020_1,11,3
ST-1035,불광2동_020_1,12,4
ST-1035,불광2동_020_1,13,1
ST-1035,불광2동_020_1,14,1
ST-1035,불광2동_020_1,15,5
ST-1035,불광2동_020_1,16,4
ST-1035,불광2동_020_1,17,1
ST-1035,불광2동_020_1,18,9
ST-1035,불광2동_020_1,19,2
ST-1035,불광2동_020_1,20,8
ST-1035,불광2동_020_1,21,5
ST-1035,불광2동_020_1,22,4
ST-1035,불광2동_020_1,23,1
ST-1036,역촌동_044_1,8,2
ST-1036,역촌동_044_1,9,7
ST-1036,역촌동_044_1,10,3
ST-1036,역촌동_044_1,11,1
ST-1036,역촌동_044_1,12,4
ST-1036,역촌동_044_1,13,2
ST-1036,역촌동_044_1,14,1
ST-1036,역촌동_044_1,16,4
ST-1036,역촌동_044_1,17,6
ST-1036,역촌동_044_1,18,9
ST-1036,역촌동_044_1,19,7
ST-1036,역촌동_044_1,20,2
ST-1036,역촌동_044_1,21,2
ST-1036,역촌동_044_1,22,4
ST-1036,역촌동_044_1,23,2
ST-1038,불광2동_042_1,5,2
ST-1038,불광2동_042_1,6,5
ST-1038,불광2동_042_1,7,2
ST-1038,불광2동_042_1,8,3
ST-1038,불광2동_042_1,13,2
ST-1038,불광2동_042_1,14,4
ST-1038,불광2동_042_1,22,4
ST-1039,불광2동_031_1,5,2
ST-1039,불광2동_031_1,7,2
ST-1039,불광2동_031_1,9,2
ST-1039,불광2동_031_1,12,2
ST-1039,불광2동_031_1,13,2
ST-1039,불광2동_031_1,14,10
ST-1039,불광2동_031_1,15,3
ST-1039,불광2동_031_1,16,1
ST-1039,불광2동_031_1,18,3
ST-1039,불광2동_031_1,19,6
ST-1039,불광2동_031_1,20,6
ST-1039,불광2동_031_1,21,4
ST-1039,불광2동_031_1,22,1
ST-1040,상일2동_007_1,0,4
ST-1040,상일2동_007_1,1,2
ST-1040,상일2동_007_1,6,2
ST-1040,상일2동_007_1,7,15
ST-1040,상일2동_007_1,8,5
ST-1040,상일2동_007_1,10,8
ST-1040,상일2동_007_1,11,2
ST-1040,상일2동_007_1,12,8
ST-1040,상일2동_007_1,13,9
ST-1040,상일2동_007_1,14,9
ST-1040,상일2동_007_1,15,19
ST-1040,상일2동_007_1,16,13
ST-1040,상일2동_007_1,17,42
ST-1040,상일2동_007_1,18,45
ST-1040,상일2동_007_1,19,8
ST-1040,상일2동_007_1,20,12
ST-1040,상일2동_007_1,21,19
ST-1040,상일2동_007_1,22,10
ST-1041,성내1동_012_1,0,2
ST-1041,성내1동_012_1,5,1
ST-1041,성내1동_012_1,6,6
ST-1041,성내1동_012_1,7,6
ST-1041,성내1동_012_1,8,22
ST-1041,성내1동_012_1,9,20
ST-1041,성내1동_012_1,10,6
ST-1041,성내1동_012_1,11,8
ST-1041,성내1동_012_1,12,15
ST-1041,성내1동_012_1,13,25
ST-1041,성내1동_012_1,14,9
ST-1041,성내1동_012_1,15,9
ST-1041,성내1동_012_1,16,15
ST-1041,성내1동_012_1,17,28
ST-1041,성내1동_012_1,18,48
ST-1041,성내1동_012_1,19,15
ST-1041,성내1동_012_1,20,8
ST-1041,성내1동_012_1,21,16
ST-1041,성내1동_012_1,22,10
ST-1041,성내1동_012_1,23,7
ST-1042,상일1동_002_1,0,2
ST-1042,상일1동_002_1,8,3
ST-1042,상일1동_002_1,10,1
ST-1042,상일1동_002_1,14,2
ST-1042,상일1동_002_1,16,2
ST-1042,상일1동_002_1,17,6
ST-1042,상일1동_002_1,18,4
ST-1042,상일1동_002_1,19,9
ST-1042,상일1동_002_1,20,5
ST-1042,상일1동_002_1,21,4
ST-1042,상일1동_002_1,22,3
ST-1042,상일1동_002_1,23,1
ST-1044,둔촌2동_003_1,5,4
ST-1044,둔촌2동_003_1,6,2
ST-1044,둔촌2동_003_1,7,10
ST-1044,둔촌2동_003_1,8,14
ST-1044,둔촌2동_003_1,10,3
ST-1044,둔촌2동_003_1,11,1
ST-1044,둔촌2동_003_1,12,3
ST-1044,둔촌2동_003_1,13,3
ST-1044,둔촌2동_003_1,15,5
ST-1044,둔촌2동_003_1,16,5
ST-1044,둔촌2동_003_1,17,4
ST-1044,둔촌2동_003_1,18,3
ST-1044,둔촌2동_003_1,19,1
ST-1044,둔촌2동_003_1,20,3
ST-1044,둔촌2동_003_1,21,1
ST-1044,둔촌2동_003_1,22,2
ST-1045,성내2동_039_1,4,2
ST-1045,성내2동_039_1,5,7
ST-1045,성내2동_039_1,6,1
ST-1045,성내2동_039_1,7,10
ST-1045,성내2동_039_1,8,17
ST-1045,성내2동_039_1,9,5
ST-1045,성내2동_039_1,10,8
ST-1045,성내2동_039_1,11,7
ST-1045,성내2동_039_1,12,6
ST-1045,성내2동_039_1,13,5
ST-1045,성내2동_039_1,14,1
ST-1045,성내2동_039_1,15,11
ST-1045,성내2동_039_1,16,5
ST-1045,성내2동_039_1,17,7
ST-1045,성내2동_039_1,18,23
ST-1045,성내2동_039_1,19,8
ST-1045,성내2동_039_1,20,9
ST-1045,성내2동_039_1,21,2
ST-1045,성내2동_039_1,22,14
ST-1046,성내2동_010_1,0,14
ST-1046,성내2동_010_1,1,7
ST-1046,성내2동_010_1,2,1
ST-1046,성내2동_010_1,6,16
ST-1046,성내2동_010_1,7,8
ST-1046,성내2동_010_1,8,20
ST-1046,성내2동_010_1,9,6
ST-1046,성내2동_010_1,10,9
ST-1046,성내2동_010_1,11,5
ST-1046,성내2동_010_1,12,11
ST-1046,성내2동_010_1,13,14
ST-1046,성내2동_010_1,14,15
ST-1046,성내2동_010_1,15,9
ST-1046,성내2동_010_1,16,19
ST-1046,성내2동_010_1,17,8
ST-1046,성내2동_010_1,18,32
ST-1046,성내2동_010_1,19,14
ST-1046,성내2동_010_1,20,24
ST-1046,성내2동_010_1,21,15
ST-1046,성내2동_010_1,22,11
ST-1046,성내2동_010_1,23,12
ST-1047,성내1동_016_1,0,2
ST-1047,성내1동_016_1,5,2
ST-1047,성내1동_016_1,6,1
ST-1047,성내1동_016_1,7,9
ST-1047,성내1동_016_1,8,14
ST-1047,성내1동_016_1,9,15
ST-1047,성내1동_016_1,10,5
ST-1047,성내1동_016_1,11,2
ST-1047,성내1동_016_1,12,9
ST-1047,성내1동_016_1,13,9
ST-1047,성내1동_016_1,14,2
ST-1047,성내1동_016_1,15,10
ST-1047,성내1동_016_1,16,9
ST-1047,성내1동_016_1,17,13
ST-1047,성내1동_016_1,18,20
ST-1047,성내1동_016_1,19,8
ST-1047,성내1동_016_1,20,21
ST-1047,성내1동_016_1,21,3
ST-1047,성내1동_016_1,22,8
ST-1047,성내1동_016_1,23,2
ST-1048,암사3동_004_1,5,1
ST-1048,암사3동_004_1,6,2
ST-1048,암사3동_004_1,7,2
ST-1048,암사3동_004_1,8,1
ST-1048,암사3동_004_1,9,2
ST-1048,암사3동_004_1,10,3
ST-1048,암사3동_004_1,11,2
ST-1048,암사3동_004_1,12,4
ST-1048,암사3동_004_1,13,6
ST-1048,암사3동_004_1,14,1
ST-1048,암사3동_004_1,15,4
ST-1048,암사3동_004_1,17,2
ST-1048,암사3동_004_1,18,7
ST-1048,암사3동_004_1,19,5
ST-1048,암사3동_004_1,21,2
ST-1049,암사3동_006_1,5,1
ST-1049,암사3동_006_1,6,1
ST-1049,암사3동_006_1,7,5
ST-1049,암사3동_006_1,8,1
ST-1049,암사3동_006_1,11,4
ST-1049,암사3동_006_1,12,2
ST-1049,암사3동_006_1,13,4
ST-1049,암사3동_006_1,15,4
ST-1049,암사3동_006_1,16,2
ST-1049,암사3동_006_1,17,7
ST-1049,암사3동_006_1,18,2
ST-1049,암사3동_006_1,19,5
ST-1049,암사3동_006_1,20,2
ST-1049,암사3동_006_1,21,1
ST-1049,암사3동_006_1,22,1
ST-105,성수2가3동_006_2,1,2
ST-105,성수2가3동_006_2,6,4
ST-105,성수2가3동_006_2,7,23
ST-105,성수2가3동_006_2,8,87
ST-105,성수2가3동_006_2,9,34
ST-105,성수2가3동_006_2,10,12
ST-105,성수2가3동_006_2,11,11
ST-105,성수2가3동_006_2,12,25
ST-105,성수2가3동_006_2,13,19
ST-105,성수2가3동_006_2,14,17
ST-105,성수2가3동_006_2,15,31
ST-105,성수2가3동_006_2,16,18
ST-105,성수2가3동_006_2,17,32
ST-105,성수2가3동_006_2,18,103
ST-105,성수2가3동_006_2,19,43
ST-105,성수2가3동_006_2,20,11
ST-105,성수2가3동_006_2,21,6
ST-105,성수2가3동_006_2,22,4
ST-105,성수2가3동_006_2,23,4
ST-1051,고덕1동_004_1,6,8
ST-1051,고덕1동_004_1,7,6
ST-1051,고덕1동_004_1,8,16
ST-1051,고덕1동_004_1,9,4
ST-1051,고덕1동_004_1,10,3
ST-1051,고덕1동_004_1,11,1
ST-1051,고덕1동_004_1,16,3
ST-1051,고덕1동_004_1,17,2
ST-1051,고덕1동_004_1,18,7
ST-1051,고덕1동_004_1,19,5
ST-1051,고덕1동_004_1,20,2
ST-1051,고덕1동_004_1,21,1
ST-1051,고덕1동_004_1,22,2
ST-1051,고덕1동_004_1,23,4
ST-1053,명일2동_009_1,0,3
ST-1053,명일2동_009_1,1,4
ST-1053,명일2동_009_1,2,1
ST-1053,명일2동_009_1,6,6
ST-1053,명일2동_009_1,7,7
ST-1053,명일2동_009_1,8,9
ST-1053,명일2동_009_1,9,4
ST-1053,명일2동_009_1,10,8
ST-1053,명일2동_009_1,13,4
ST-1053,명일2동_009_1,14,2
ST-1053,명일2동_009_1,15,4
ST-1053,명일2동_009_1,16,15
ST-1053,명일2동_009_1,17,10
ST-1053,명일2동_009_1,18,10
ST-1053,명일2동_009_1,19,7
ST-1053,명일2동_009_1,20,9
ST-1053,명일2동_009_1,21,7
ST-1053,명일2동_009_1,22,1
ST-1053,명일2동_009_1,23,3
ST-1054,고덕1동_080_1,0,2
ST-1054,고덕1동_080_1,8,1
ST-1054,고덕1동_080_1,9,1
ST-1054,고덕1동_080_1,11,3
ST-1054,고덕1동_080_1,12,1
ST-1055,고덕1동_073_1,6,2
ST-1055,고덕1동_073_1,7,1
ST-1055,고덕1동_073_1,8,5
ST-1055,고덕1동_073_1,9,2
ST-1055,고덕1동_073_1,15,2
ST-1055,고덕1동_073_1,16,4
ST-1055,고덕1동_073_1,17,2
ST-1055,고덕1동_073_1,18,2
ST-1056,고덕2동_005_1,7,4
ST-1056,고덕2동_005_1,8,3
