대여소_ID_num,요일,대여시간(시),과거_평균_대여량
1,6,19,1.9473684210526316
1,6,20,0.868421052631579
1,6,21,1.1842105263157894
1,6,22,1.1842105263157894
1,6,23,0.23684210526315788
2,0,0,0.10256410256410256
2,0,1,0.48717948717948717
2,0,2,0.1282051282051282
2,0,3,0.10256410256410256
2,0,4,0.07692307692307693
2,0,5,1.435897435897436
2,0,6,1.358974358974359
2,0,7,5.333333333333333
2,0,8,3.5128205128205128
2,0,9,2.6923076923076925
2,0,10,2.923076923076923
2,0,11,3.1794871794871793
2,0,12,3.8205128205128207
2,0,13,3.1025641025641026
2,0,14,3.128205128205128
2,0,15,3.8461538461538463
2,0,16,5.102564102564102
2,0,17,5.871794871794871
2,0,18,11.743589743589743
2,0,19,5.461538461538462
2,0,20,5.256410256410256
2,0,21,4.435897435897436
2,0,22,4.0256410256410255
2,0,23,1.6153846153846154
2,1,0,0.1282051282051282
2,1,1,0.46153846153846156
2,1,2,0.20512820512820512
2,1,3,0.05128205128205128
2,1,4,0.23076923076923078
2,1,5,1.2307692307692308
2,1,6,0.8717948717948718
2,1,7,5.153846153846154
2,1,8,4.461538461538462
2,1,9,2.7435897435897436
2,1,10,3.8461538461538463
2,1,11,3.948717948717949
2,1,12,4.0
2,1,13,3.8205128205128207
2,1,14,3.2051282051282053
2,1,15,4.076923076923077
2,1,16,4.769230769230769
2,1,17,7.230769230769231
2,1,18,13.256410256410257
2,1,19,6.9743589743589745
2,1,20,6.410256410256411
2,1,21,4.153846153846154
2,1,22,4.461538461538462
2,1,23,1.5128205128205128
2,2,0,0.3076923076923077
2,2,1,0.5128205128205128
2,2,2,0.23076923076923078
2,2,3,0.05128205128205128
2,2,4,0.07692307692307693
2,2,5,1.2820512820512822
2,2,6,1.4871794871794872
2,2,7,4.717948717948718
2,2,8,4.384615384615385
2,2,9,2.2564102564102564
2,2,10,3.5128205128205128
2,2,11,3.717948717948718
2,2,12,3.5384615384615383
2,2,13,3.9743589743589745
2,2,14,3.5128205128205128
2,2,15,4.461538461538462
2,2,16,5.743589743589744
2,2,17,7.9743589743589745
2,2,18,13.717948717948717
2,2,19,7.128205128205129
2,2,20,5.948717948717949
2,2,21,4.897435897435898
2,2,22,4.82051282051282
2,2,23,1.8461538461538463
2,3,0,0.23076923076923078
2,3,1,0.41025641025641024
2,3,2,0.1794871794871795
2,3,3,0.10256410256410256
2,3,4,0.07692307692307693
2,3,5,1.1282051282051282
2,3,6,1.2820512820512822
2,3,7,5.076923076923077
2,3,8,4.564102564102564
2,3,9,2.717948717948718
2,3,10,3.076923076923077
2,3,11,3.3076923076923075
2,3,12,4.615384615384615
2,3,13,3.8205128205128207
2,3,14,3.923076923076923
2,3,15,4.333333333333333
2,3,16,4.846153846153846
2,3,17,6.589743589743589
2,3,18,13.871794871794872
2,3,19,7.0
2,3,20,5.333333333333333
2,3,21,4.82051282051282
2,3,22,3.2051282051282053
2,3,23,1.7692307692307692
2,4,0,0.18421052631578946
2,4,1,0.4473684210526316
2,4,2,0.23684210526315788
2,4,3,0.10526315789473684
2,4,4,0.02631578947368421
2,4,5,0.7894736842105263
2,4,6,1.394736842105263
2,4,7,4.315789473684211
2,4,8,4.0
2,4,9,1.9473684210526316
2,4,10,2.9473684210526314
2,4,11,3.289473684210526
2,4,12,4.342105263157895
2,4,13,4.315789473684211
2,4,14,3.5789473684210527
2,4,15,4.657894736842105
2,4,16,6.0
2,4,17,7.868421052631579
2,4,18,11.868421052631579
2,4,19,5.7368421052631575
2,4,20,6.868421052631579
2,4,21,4.157894736842105
2,4,22,5.157894736842105
2,4,23,1.9473684210526316
2,5,0,0.15789473684210525
2,5,1,0.8421052631578947
2,5,2,0.34210526315789475
2,5,3,0.23684210526315788
2,5,4,0.07894736842105263
2,5,5,0.3684210526315789
2,5,6,0.9736842105263158
2,5,7,2.5789473684210527
2,5,8,2.3157894736842106
2,5,9,3.473684210526316
2,5,10,3.8157894736842106
2,5,11,5.394736842105263
2,5,12,6.5
2,5,13,7.7631578947368425
2,5,14,7.2368421052631575
2,5,15,7.078947368421052
2,5,16,7.7105263157894735
2,5,17,9.473684210526315
2,5,18,7.078947368421052
2,5,19,5.552631578947368
2,5,20,6.973684210526316
2,5,21,5.552631578947368
2,5,22,4.7368421052631575
2,5,23,2.1842105263157894
2,6,0,0.34210526315789475
2,6,1,0.9210526315789473
2,6,2,0.39473684210526316
2,6,3,0.18421052631578946
2,6,4,0.13157894736842105
2,6,5,0.23684210526315788
2,6,6,0.39473684210526316
2,6,7,1.9473684210526316
2,6,8,2.3684210526315788
2,6,9,2.5
2,6,10,2.3421052631578947
2,6,11,3.263157894736842
2,6,12,4.894736842105263
2,6,13,6.552631578947368
2,6,14,7.605263157894737
2,6,15,7.684210526315789
2,6,16,7.921052631578948
2,6,17,8.763157894736842
2,6,18,7.868421052631579
2,6,19,6.368421052631579
2,6,20,6.2105263157894735
2,6,21,5.052631578947368
2,6,22,4.078947368421052
2,6,23,1.5263157894736843
3,0,0,0.0
3,0,1,0.02564102564102564
3,0,2,0.05128205128205128
3,0,3,0.10256410256410256
3,0,4,0.1794871794871795
3,0,5,0.20512820512820512
3,0,6,1.2307692307692308
3,0,7,4.0256410256410255
3,0,8,1.0512820512820513
3,0,9,0.6153846153846154
3,0,10,0.41025641025641024
3,0,11,0.7435897435897436
3,0,12,0.6410256410256411
3,0,13,0.6153846153846154
3,0,14,0.6923076923076923
3,0,15,1.1282051282051282
3,0,16,1.4102564102564104
3,0,17,1.6153846153846154
3,0,18,1.1025641025641026
3,0,19,0.6923076923076923
3,0,20,0.3333333333333333
3,0,21,0.6923076923076923
3,0,22,0.41025641025641024
3,0,23,0.3076923076923077
3,1,0,0.02564102564102564
3,1,1,0.10256410256410256
3,1,2,0.15384615384615385
3,1,3,0.1794871794871795
3,1,4,0.1282051282051282
3,1,5,0.3076923076923077
3,1,6,1.358974358974359
3,1,7,4.923076923076923
3,1,8,1.0256410256410255
3,1,9,0.8717948717948718
3,1,10,0.4358974358974359
3,1,11,0.9743589743589743
3,1,12,0.717948717948718
3,1,13,0.6410256410256411
3,1,14,0.9743589743589743
3,1,15,1.2307692307692308
3,1,16,1.8974358974358974
3,1,17,1.7179487179487178
3,1,18,0.717948717948718
3,1,19,1.2307692307692308
3,1,20,0.6410256410256411
3,1,21,0.48717948717948717
3,1,22,0.8717948717948718
3,1,23,0.41025641025641024
3,2,0,0.0
3,2,1,0.15384615384615385
3,2,2,0.1282051282051282
3,2,3,0.1282051282051282
3,2,4,0.1794871794871795
3,2,5,0.3076923076923077
3,2,6,1.4615384615384615
3,2,7,4.0256410256410255
3,2,8,1.2820512820512822
3,2,9,0.7435897435897436
3,2,10,0.38461538461538464
3,2,11,0.8717948717948718
3,2,12,0.41025641025641024
3,2,13,0.4358974358974359
3,2,14,0.8461538461538461
3,2,15,0.8974358974358975
3,2,16,2.2051282051282053
3,2,17,1.3076923076923077
3,2,18,1.6153846153846154
3,2,19,0.7948717948717948
3,2,20,0.38461538461538464
3,2,21,0.6153846153846154
3,2,22,0.6410256410256411
3,2,23,0.1794871794871795
3,3,0,0.05263157894736842
3,3,1,0.18421052631578946
3,3,2,0.10526315789473684
3,3,3,0.05263157894736842
3,3,4,0.15789473684210525
3,3,5,0.34210526315789475
3,3,6,1.6578947368421053
3,3,7,3.8947368421052633
3,3,8,1.4210526315789473
3,3,9,0.7368421052631579
3,3,10,0.39473684210526316
3,3,11,0.868421052631579
3,3,12,0.5263157894736842
3,3,13,0.631578947368421
3,3,14,1.0789473684210527
3,3,15,1.1842105263157894
3,3,16,2.1578947368421053
3,3,17,1.868421052631579
3,3,18,1.105263157894737
3,3,19,1.4736842105263157
3,3,20,0.47368421052631576
3,3,21,0.5526315789473685
3,3,22,0.6842105263157895
3,3,23,0.23684210526315788
3,4,0,0.0
3,4,1,0.07894736842105263
3,4,2,0.10526315789473684
3,4,3,0.02631578947368421
3,4,4,0.15789473684210525
3,4,5,0.47368421052631576
3,4,6,1.5789473684210527
3,4,7,3.3421052631578947
3,4,8,0.6842105263157895
3,4,9,0.8421052631578947
3,4,10,0.5
3,4,11,0.8947368421052632
3,4,12,0.6052631578947368
3,4,13,0.9210526315789473
3,4,14,0.9210526315789473
3,4,15,1.3157894736842106
3,4,16,1.7105263157894737
3,4,17,1.4473684210526316
3,4,18,1.0263157894736843
3,4,19,0.5789473684210527
3,4,20,0.5526315789473685
3,4,21,0.2631578947368421
3,4,22,0.21052631578947367
3,4,23,0.15789473684210525
3,5,0,0.02631578947368421
3,5,1,0.21052631578947367
3,5,2,0.15789473684210525
3,5,3,0.2631578947368421
3,5,4,0.18421052631578946
3,5,5,0.15789473684210525
3,5,6,0.4473684210526316
3,5,7,0.6578947368421053
3,5,8,1.131578947368421
3,5,9,1.3157894736842106
3,5,10,1.0526315789473684
3,5,11,1.2105263157894737
3,5,12,0.7894736842105263
3,5,13,1.263157894736842
3,5,14,1.131578947368421
3,5,15,1.8421052631578947
3,5,16,1.368421052631579
3,5,17,1.736842105263158
3,5,18,0.8947368421052632
3,5,19,0.7105263157894737
3,5,20,0.4473684210526316
3,5,21,0.5526315789473685
3,5,22,0.42105263157894735
3,5,23,0.4473684210526316
3,6,0,0.0
3,6,1,0.3157894736842105
3,6,2,0.23684210526315788
3,6,3,0.2894736842105263
3,6,4,0.13157894736842105
3,6,5,0.2631578947368421
3,6,6,0.23684210526315788
3,6,7,0.5526315789473685
3,6,8,0.6578947368421053
3,6,9,0.868421052631579
3,6,10,1.9473684210526316
3,6,11,1.631578947368421
3,6,12,1.131578947368421
3,6,13,1.1842105263157894
3,6,14,0.9736842105263158
3,6,15,1.4473684210526316
3,6,16,1.0
3,6,17,1.368421052631579
3,6,18,0.7631578947368421
3,6,19,0.6052631578947368
3,6,20,0.34210526315789475
3,6,21,0.39473684210526316
3,6,22,0.3157894736842105
3,6,23,0.3684210526315789
4,0,0,0.10256410256410256
4,0,1,0.6153846153846154
4,0,2,0.41025641025641024
4,0,3,0.1794871794871795
4,0,4,0.28205128205128205
4,0,5,2.282051282051282
4,0,6,1.7692307692307692
4,0,7,12.461538461538462
4,0,8,7.615384615384615
4,0,9,2.8461538461538463
4,0,10,2.076923076923077
4,0,11,2.58974358974359
4,0,12,2.4358974358974357
4,0,13,2.6666666666666665
4,0,14,1.9743589743589745
4,0,15,4.717948717948718
4,0,16,4.205128205128205
4,0,17,6.641025641025641
4,0,18,5.871794871794871
4,0,19,4.102564102564102
4,0,20,2.41025641025641
4,0,21,2.5384615384615383
4,0,22,2.076923076923077
4,0,23,1.1794871794871795
4,1,0,0.02564102564102564
4,1,1,0.9743589743589743
4,1,2,0.28205128205128205
4,1,3,0.1794871794871795
4,1,4,0.3076923076923077
4,1,5,1.6666666666666667
4,1,6,2.1025641025641026
4,1,7,14.23076923076923
4,1,8,13.692307692307692
4,1,9,5.0256410256410255
4,1,10,3.0256410256410255
4,1,11,3.5641025641025643
4,1,12,2.8974358974358974
4,1,13,2.5641025641025643
4,1,14,2.58974358974359
4,1,15,4.076923076923077
4,1,16,5.794871794871795
4,1,17,7.17948717948718
4,1,18,6.897435897435898
4,1,19,4.205128205128205
4,1,20,3.5384615384615383
4,1,21,2.9743589743589745
4,1,22,2.051282051282051
4,1,23,1.564102564102564
4,2,0,0.1794871794871795
4,2,1,1.435897435897436
4,2,2,0.3076923076923077
4,2,3,0.10256410256410256
4,2,4,0.3333333333333333
4,2,5,1.6666666666666667
4,2,6,2.3076923076923075
4,2,7,14.153846153846153
4,2,8,12.282051282051283
4,2,9,5.0256410256410255
4,2,10,3.076923076923077
4,2,11,3.051282051282051
4,2,12,2.9743589743589745
4,2,13,2.3846153846153846
4,2,14,2.923076923076923
4,2,15,5.205128205128205
4,2,16,5.076923076923077
4,2,17,6.871794871794871
4,2,18,6.153846153846154
4,2,19,5.615384615384615
4,2,20,2.871794871794872
4,2,21,3.051282051282051
4,2,22,2.051282051282051
4,2,23,1.5128205128205128
4,3,0,0.02564102564102564
4,3,1,1.1282051282051282
4,3,2,0.3333333333333333
4,3,3,0.1794871794871795
4,3,4,0.28205128205128205
4,3,5,1.3846153846153846
4,3,6,2.076923076923077
4,3,7,14.35897435897436
4,3,8,12.820512820512821
4,3,9,5.102564102564102
4,3,10,2.923076923076923
4,3,11,3.6923076923076925
4,3,12,3.2564102564102564
4,3,13,2.717948717948718
4,3,14,2.6153846153846154
4,3,15,3.7435897435897436
4,3,16,7.205128205128205
4,3,17,7.17948717948718
4,3,18,5.410256410256411
4,3,19,4.358974358974359
4,3,20,3.641025641025641
4,3,21,2.4358974358974357
4,3,22,2.5128205128205128
4,3,23,1.358974358974359
4,4,0,0.10526315789473684
4,4,1,1.131578947368421
4,4,2,0.10526315789473684
4,4,3,0.2631578947368421
4,4,4,0.07894736842105263
4,4,5,1.263157894736842
4,4,6,2.263157894736842
4,4,7,12.0
4,4,8,12.973684210526315
4,4,9,5.684210526315789
4,4,10,3.789473684210526
4,4,11,3.1315789473684212
4,4,12,3.6578947368421053
4,4,13,2.736842105263158
4,4,14,3.473684210526316
4,4,15,5.447368421052632
4,4,16,5.184210526315789
4,4,17,8.421052631578947
4,4,18,5.5
4,4,19,3.8421052631578947
4,4,20,3.1842105263157894
4,4,21,2.210526315789474
4,4,22,1.763157894736842
4,4,23,1.1842105263157894
4,5,0,0.18421052631578946
4,5,1,1.5
4,5,2,0.8421052631578947
4,5,3,0.3157894736842105
4,5,4,0.15789473684210525
4,5,5,0.6578947368421053
4,5,6,0.6842105263157895
4,5,7,2.5526315789473686
4,5,8,4.421052631578948
4,5,9,6.184210526315789
4,5,10,5.315789473684211
4,5,11,5.2368421052631575
4,5,12,6.578947368421052
4,5,13,5.315789473684211
4,5,14,4.421052631578948
4,5,15,5.052631578947368
4,5,16,5.342105263157895
4,5,17,4.605263157894737
4,5,18,5.157894736842105
4,5,19,3.236842105263158
4,5,20,2.3421052631578947
4,5,21,2.5526315789473686
4,5,22,1.7894736842105263
4,5,23,1.3421052631578947
4,6,0,0.23684210526315788
4,6,1,1.1578947368421053
4,6,2,0.3684210526315789
4,6,3,0.4473684210526316
4,6,4,0.18421052631578946
4,6,5,0.2631578947368421
4,6,6,0.7894736842105263
4,6,7,1.4210526315789473
4,6,8,3.710526315789474
4,6,9,4.342105263157895
4,6,10,6.131578947368421
4,6,11,4.342105263157895
4,6,12,5.131578947368421
4,6,13,3.8947368421052633
4,6,14,3.9210526315789473
4,6,15,4.815789473684211
4,6,16,4.7894736842105265
4,6,17,5.131578947368421
4,6,18,5.421052631578948
4,6,19,3.8157894736842106
4,6,20,2.736842105263158
4,6,21,1.6578947368421053
4,6,22,1.2105263157894737
4,6,23,1.9736842105263157
5,0,0,0.07692307692307693
5,0,1,0.48717948717948717
5,0,2,0.20512820512820512
5,0,3,0.05128205128205128
5,0,4,0.2564102564102564
5,0,5,1.435897435897436
5,0,6,2.58974358974359
5,0,7,10.64102564102564
5,0,8,6.923076923076923
5,0,9,1.8461538461538463
5,0,10,2.076923076923077
5,0,11,2.128205128205128
5,0,12,1.9487179487179487
5,0,13,2.2564102564102564
5,0,14,2.1794871794871793
5,0,15,3.4615384615384617
5,0,16,4.846153846153846
5,0,17,5.487179487179487
5,0,18,4.0256410256410255
5,0,19,3.4358974358974357
5,0,20,2.358974358974359
5,0,21,2.0
5,0,22,2.58974358974359
5,0,23,0.8205128205128205
5,1,0,0.05128205128205128
5,1,1,0.5384615384615384
5,1,2,0.10256410256410256
5,1,3,0.20512820512820512
5,1,4,0.1794871794871795
5,1,5,1.8461538461538463
5,1,6,2.6153846153846154
5,1,7,11.102564102564102
5,1,8,10.512820512820513
5,1,9,3.717948717948718
5,1,10,3.128205128205128
5,1,11,2.6923076923076925
5,1,12,3.0256410256410255
5,1,13,2.58974358974359
5,1,14,2.9743589743589745
5,1,15,2.8974358974358974
5,1,16,6.461538461538462
5,1,17,5.282051282051282
5,1,18,4.461538461538462
5,1,19,3.0
5,1,20,1.8461538461538463
5,1,21,2.948717948717949
5,1,22,2.230769230769231
5,1,23,1.1794871794871795
5,2,0,0.10256410256410256
5,2,1,0.46153846153846156
5,2,2,0.28205128205128205
5,2,3,0.20512820512820512
5,2,4,0.1282051282051282
5,2,5,1.7435897435897436
5,2,6,2.8461538461538463
5,2,7,11.871794871794872
5,2,8,8.897435897435898
5,2,9,3.717948717948718
5,2,10,3.0
5,2,11,2.8974358974358974
5,2,12,2.4358974358974357
5,2,13,2.948717948717949
5,2,14,2.641025641025641
5,2,15,3.8205128205128207
5,2,16,5.743589743589744
5,2,17,5.6923076923076925
5,2,18,4.615384615384615
5,2,19,3.5128205128205128
5,2,20,2.6923076923076925
5,2,21,2.3846153846153846
5,2,22,2.8461538461538463
5,2,23,1.0256410256410255
5,3,0,0.07692307692307693
5,3,1,0.46153846153846156
5,3,2,0.28205128205128205
5,3,3,0.10256410256410256
5,3,4,0.1282051282051282
5,3,5,1.4871794871794872
5,3,6,2.923076923076923
5,3,7,11.128205128205128
5,3,8,10.846153846153847
5,3,9,2.871794871794872
5,3,10,2.6153846153846154
5,3,11,2.5384615384615383
5,3,12,2.8461538461538463
5,3,13,2.4358974358974357
5,3,14,2.4615384615384617
5,3,15,2.6923076923076925
5,3,16,7.051282051282051
5,3,17,5.615384615384615
5,3,18,4.512820512820513
5,3,19,3.076923076923077
5,3,20,2.2564102564102564
5,3,21,3.282051282051282
5,3,22,2.5384615384615383
5,3,23,0.9743589743589743
5,4,0,0.23684210526315788
5,4,1,0.7368421052631579
5,4,2,0.18421052631578946
5,4,3,0.21052631578947367
5,4,4,0.10526315789473684
5,4,5,1.4473684210526316
5,4,6,2.3157894736842106
5,4,7,9.894736842105264
5,4,8,9.763157894736842
5,4,9,4.078947368421052
5,4,10,3.8421052631578947
5,4,11,3.4210526315789473
5,4,12,4.2368421052631575
5,4,13,3.1315789473684212
5,4,14,3.210526315789474
5,4,15,4.631578947368421
5,4,16,6.578947368421052
5,4,17,6.421052631578948
5,4,18,5.078947368421052
5,4,19,3.473684210526316
5,4,20,2.4473684210526314
