대여소_ID_num,대여소명,위도,경도
559,대림2동_011_1,37.494572,126.89975
560,영등포동_009_1,37.525768,126.905739
561,도곡2동_048_1,37.482826,127.042732
562,반포2동_028_1,37.498363,126.99115
563,위례동_013_1,37.471954,127.127098
564,위례동_014_1,37.481174,127.143616
565,자양3동_013_1,37.539295,127.070786
566,자양4동_009_1,37.540081,127.069565
567,자양1동_017_1,37.531811,127.080742
568,구의2동_045_1,37.548489,127.093758
569,송천동_043_1,37.615459,127.029701
570,상도1동_066_1,37.496601,126.953682
571,명동_001_10,37.566345,126.982292
572,신당5동_014_1,37.561489,127.023933
573,청운효자동_004_1,37.584969,126.970413
574,회현동_001_1,37.556862,126.975616
575,휘경1동_002_1,37.594891,127.063026
576,상계9동_003_1,37.664188,127.06601
577,역촌동_083_1,37.602329,126.906548
578,대흥동_007_1,37.556591,126.94619
579,발산1동_057_3,37.55302,126.818367
580,당산1동_020_1,37.528099,126.893387
581,삼성동_004_1,37.471828,126.933922
582,역삼1동_057_1,37.492062,127.030746
583,가회동_003_1,37.583416,126.985237
584,역삼1동_041_1,37.499599,127.033752
585,잠실6동_001_3,37.514992,127.106117
586,오륜동_003_1,37.520489,127.135201
587,풍납1동_002_1,37.536419,127.116165
588,문정2동_044_1,37.48872,127.109825
589,암사2동_005_1,37.563793,127.132835
590,성내3동_018_1,37.52393,127.129128
591,가양1동_016_3,37.559471,126.832077
592,가양1동_017_1,37.560242,126.827164
593,가회동_002_1,37.579388,126.984947
594,대흥동_014_1,37.54847,126.940926
595,성산2동_010_1,37.56472,126.906769
596,화곡3동_015_1,37.547821,126.836128
597,방화2동_007_2,37.578449,126.798973
598,구로2동_001_2,37.498569,126.871521
599,대림3동_030_1,37.499809,126.898003
600,당산2동_001_1,37.531509,126.897827
601,문래동_002_1,37.51413,126.899391
602,홍은2동_035_1,37.59116,126.94133
603,가회동_009_1,37.579155,126.98896
604,영등포본동_012_1,37.51012,126.904068
605,당산2동_057_1,37.529171,126.907578
606,은천동_027_1,37.489628,126.94593
607,세곡동_051_1,37.472969,127.112228
608,잠실2동_004_1,37.516781,127.090492
609,송파2동_003_1,37.501862,127.117233
610,문정2동_002_1,37.48835,127.120781
611,가양1동_012_1,37.571381,126.828339
612,가양1동_016_4,37.560501,126.826653
613,이화동_009_2,37.576508,127.002457
614,발산1동_049_1,37.55545,126.826897
615,가양1동_012_3,37.564129,126.834312
616,가양1동_014_1,37.568241,126.835831
617,가양1동_012_4,37.560261,126.835464
618,가양1동_012_5,37.56255,126.827438
619,거여1동_012_1,37.497047,127.14035
620,가락2동_049_1,37.496181,127.138031
621,방화1동_041_1,37.565201,126.827316
622,오륜동_001_3,37.516659,127.116257
623,이화동_014_2,37.577145,127.00206
624,오륜동_001_4,37.516258,127.130592
625,용산2가동_014_1,37.546501,126.980949
626,구의2동_049_1,37.544987,127.089806
627,월곡1동_006_1,37.603909,127.037376
628,송중동_054_1,37.617752,127.035706
629,번3동_002_2,37.622688,127.037811
630,쌍문1동_017_1,37.648891,127.023018
631,방화1동_052_1,37.56918,126.819443
632,잠실본동_018_1,37.504711,127.087563
633,삼전동_044_1,37.502338,127.096443
634,혜화동_033_1,37.5825,126.998535
635,송파1동_038_1,37.509979,127.112312
636,목1동_003_5,37.524776,126.875481
637,수궁동_020_1,37.495258,126.830658
638,신도림동_033_1,37.512329,126.886833
639,가산동_004_2,37.467999,126.886841
640,서초1동_031_1,37.48304,127.021461
641,목5동_002_3,37.543949,126.883461
642,방배2동_005_1,37.48399,126.982346
643,"종로1,2,3,4가동_001_3",37.576061,126.997681
644,공릉2동_027_1,37.628189,127.082108
645,사당3동_046_1,37.488869,126.971909
646,월곡2동_032_1,37.597309,127.043785
647,월곡2동_032_2,37.604187,127.045494
648,마장동_007_1,37.57164,127.03566
649,여의동_002_2,37.5373,126.933296
650,숭인1동_009_1,37.573242,127.015907
651,방화2동_007_3,37.577908,126.798042
652,구로3동_037_2,37.484371,126.895424
653,상암동_063_1,37.570122,126.881348
