대여소명,대여소_ID_num,지하철역_수_1km,학교_수_1km,위도,경도,경度
수유2동_010_1,90,2.0,4.0,37.643551,127.022347,127.022347
송중동_019_1,91,1.0,15.0,37.613956,127.030251,127.030251
번3동_001_1,92,0.0,17.0,37.626354,127.047447,127.047447
번3동_008_1,93,0.0,13.0,37.629917,127.040916,127.040916
수유3동_025_1,94,3.0,6.0,37.636292,127.023376,127.023376
성수1가2동_019_1,95,3.0,7.0,37.546307,127.049805,127.049805
번1동_032_1,96,1.0,8.0,37.636261,127.032173,127.032173
공릉1동_042_1,97,7.0,9.0,37.617367,127.075211,127.075211
공릉2동_002_1,98,1.0,6.0,37.638489,127.107903,127.107903
"중계2,3동_047_1",99,3.0,16.0,37.63958,127.065102,127.065102
상계1동_004_1,100,2.0,13.0,37.672375,127.055992,127.055992
성수2가3동_004_1,101,3.0,3.0,37.54258,127.063309,127.063309
상계1동_001_1,102,2.0,9.0,37.68,127.05558,127.05558
상계2동_031_1,103,3.0,17.0,37.6562,127.063622,127.063622
"상계3,4동_047_1",104,2.0,11.0,37.663792,127.075447,127.075447
공릉1동_049_1,105,2.0,14.0,37.631111,127.07016,127.07016
상계2동_025_1,106,3.0,20.0,37.655018,127.067505,127.067505
"상계6,7동_027_1",107,4.0,14.0,37.654049,127.057327,127.057327
중계1동_025_1,108,2.0,22.0,37.65033,127.071602,127.071602
하계1동_001_1,109,1.0,14.0,37.642071,127.076622,127.076622
쌍문4동_008_1,110,1.0,18.0,37.651653,127.028488,127.028488
창1동_015_1,112,2.0,10.0,37.64463,127.044609,127.044609
쌍문1동_001_1,113,2.0,5.0,37.653179,127.012787,127.012787
창4동_001_1,114,3.0,17.0,37.654202,127.050728,127.050728
도봉1동_034_1,115,2.0,7.0,37.673283,127.043991,127.043991
방학1동_019_1,116,2.0,11.0,37.668671,127.047981,127.047981
군자동_017_1,118,3.0,6.0,37.548405,127.069366,127.069366
가산동_003_1,119,3.0,4.0,37.477436,126.886154,126.886154
가산동_019_1,120,2.0,5.0,37.475552,126.888458,126.888458
가산동_017_1,121,2.0,5.0,37.476952,126.891869,126.891869
시흥4동_026_1,122,0.0,6.0,37.462574,126.90686,126.90686
독산3동_004_1,123,0.0,14.0,37.477097,126.911133,126.911133
독산1동_026_1,124,2.0,7.0,37.460289,126.892189,126.892189
