대여소명,대여소_ID_num,지하철역_수_1km,학교_수_1km,위도,경도,경度
독산1동_056_1,125,2.0,8.0,37.460171,126.896042,126.896042
독산1동_018_1,126,2.0,11.0,37.460934,126.887169,126.887169
가산동_019_2,127,2.0,2.0,37.476276,126.885391,126.885391
노량진1동_016_1,128,3.0,3.0,37.513523,126.943527,126.943527
신대방2동_007_1,129,6.0,15.0,37.497078,126.917793,126.917793
사당3동_031_1,130,3.0,12.0,37.484631,126.97155,126.97155
사당5동_004_1,131,1.0,13.0,37.486652,126.967842,126.967842
낙성대동_031_1,132,2.0,12.0,37.47509,126.959229,126.959229
서초3동_023_1,133,4.0,6.0,37.490536,127.008049,127.008049
소공동_002_1,134,5.0,15.0,37.56805,126.969231,126.969231
잠원동_042_1,135,7.0,9.0,37.510349,127.016052,127.016052
내곡동_009_1,136,1.0,2.0,37.448967,127.057739,127.057739
방배4동_008_1,137,2.0,8.0,37.488022,126.994118,126.994118
서초3동_044_1,138,4.0,6.0,37.487309,127.010582,127.010582
양재1동_019_1,139,3.0,7.0,37.477829,127.038269,127.038269
양재2동_005_1,140,1.0,4.0,37.469242,127.039825,127.039825
양재2동_005_2,141,1.0,4.0,37.473877,127.039032,127.039032
잠원동_049_1,142,6.0,4.0,37.514839,127.015602,127.015602
사직동_009_1,143,2.0,8.0,37.575794,126.971451,126.971451
신사동_018_1,144,5.0,6.0,37.517635,127.022453,127.022453
논현1동_003_1,145,4.0,5.0,37.519138,127.027519,127.027519
압구정동_048_1,146,4.0,4.0,37.52124,127.031899,127.031899
압구정동_044_1,147,4.0,8.0,37.5233,127.038475,127.038475
도곡1동_032_1,148,3.0,10.0,37.489342,127.041298,127.041298
대치4동_001_1,149,5.0,8.0,37.505428,127.052872,127.052872
대치1동_023_1,150,4.0,16.0,37.496552,127.054298,127.054298
사직동_009_2,151,2.0,9.0,37.575615,126.972893,126.972893
논현2동_035_1,152,6.0,4.0,37.514748,127.035133,127.035133
대치2동_052_1,153,8.0,13.0,37.494499,127.063797,127.063797
개포2동_003_1,154,7.0,15.0,37.489277,127.065575,127.065575
수서동_019_1,155,3.0,5.0,37.48735,127.100998,127.100998
수서동_028_1,156,3.0,5.0,37.486778,127.100517,127.100517
수서동_023_1,157,3.0,5.0,37.48735,127.102325,127.102325
북아현동_005_1,158,4.0,21.0,37.557396,126.952164,126.952164
연희동_003_1,159,0.0,6.0,37.578381,126.936096,126.936096
사직동_008_1,160,7.0,7.0,37.57177,126.974663,126.974663
연희동_036_1,161,0.0,4.0,37.567997,126.931656,126.931656
자양4동_004_1,162,4.0,6.0,37.537014,127.061096,127.061096
능동_002_1,163,3.0,13.0,37.545952,127.078003,127.078003
화양동_038_1,164,3.0,6.0,37.548222,127.067879,127.067879
군자동_003_1,165,3.0,4.0,37.553417,127.073196,127.073196
응봉동_003_1,166,3.0,9.0,37.551304,127.035194,127.035194
왕십리도선동_024_1,167,7.0,12.0,37.56461,127.029198,127.029198
왕십리도선동_027_1,168,5.0,15.0,37.566261,127.023697,127.023697
성수1가1동_008_2,169,2.0,8.0,37.542816,127.042084,127.042084
신촌동_032_1,170,4.0,7.0,37.558933,126.927116,126.927116
삼선동_002_1,171,5.0,21.0,37.591713,127.013557,127.013557
동선동_028_1,172,4.0,22.0,37.590393,127.017166,127.017166
안암동_012_1,173,6.0,17.0,37.586933,127.020683,127.020683
월곡1동_004_1,174,1.0,12.0,37.610573,127.033669,127.033669
장위3동_007_1,175,4.0,11.0,37.617844,127.055,127.055
성북동_016_1,176,1.0,15.0,37.592617,126.997932,126.997932
성북동_015_1,177,4.0,21.0,37.589249,127.007378,127.007378
돈암2동_037_1,178,3.0,10.0,37.600288,127.013702,127.013702
"종로1,2,3,4가동_003_2",179,6.0,8.0,37.572559,126.978333,126.978333
길음1동_057_1,180,3.0,17.0,37.608978,127.020248,127.020248
길음1동_041_1,181,2.0,14.0,37.607105,127.0215,127.0215
길음1동_065_1,182,2.0,11.0,37.604752,127.022758,127.022758
장위3동_018_1,183,2.0,15.0,37.621185,127.052155,127.052155
안암동_008_1,184,9.0,14.0,37.579365,127.024361,127.024361
보문동_017_1,185,5.0,17.0,37.583881,127.017097,127.017097
돈암1동_018_1,186,2.0,11.0,37.60083,127.023552,127.023552
신도림동_005_1,187,4.0,7.0,37.51001,126.88205,126.88205
구로1동_002_1,188,1.0,10.0,37.493401,126.874329,126.874329
구로5동_039_1,189,2.0,11.0,37.495781,126.890121,126.890121
구로5동_039_2,190,3.0,11.0,37.496513,126.889572,126.889572
구로5동_005_1,191,3.0,11.0,37.50285,126.889481,126.889481
구로5동_001_1,192,3.0,6.0,37.508183,126.891335,126.891335
구로3동_037_1,193,4.0,7.0,37.481602,126.892799,126.892799
고척1동_023_1,194,2.0,10.0,37.49789,126.864502,126.864502
개봉1동_044_1,195,2.0,8.0,37.497242,126.859123,126.859123
개봉1동_055_1,196,2.0,11.0,37.496498,126.863098,126.863098
개봉1동_028_1,197,0.0,11.0,37.505138,126.844337,126.844337
사직동_006_1,198,5.0,16.0,37.57,126.9711,126.9711
수궁동_011_1,199,0.0,8.0,37.501904,126.828964,126.828964
수궁동_038_1,200,2.0,9.0,37.490723,126.826393,126.826393
오류2동_010_1,201,2.0,8.0,37.488598,126.836494,126.836494
신도림동_057_1,202,3.0,9.0,37.50518,126.882538,126.882538
구로4동_002_1,203,3.0,15.0,37.492565,126.894753,126.894753
구로4동_024_1,204,3.0,4.0,37.48568,126.886703,126.886703
오류2동_018_1,205,1.0,6.0,37.48621,126.838821,126.838821
사직동_009_4,206,7.0,6.0,37.569969,126.973938,126.973938
구로1동_019_1,207,1.0,9.0,37.492031,126.873772,126.873772
오류2동_049_1,208,1.0,7.0,37.479431,126.842697,126.842697
삼성2동_057_1,209,8.0,5.0,37.511696,127.049347,127.049347
논현2동_036_1,210,6.0,2.0,37.507809,127.034981,127.034981
역삼2동_022_1,211,3.0,9.0,37.501228,127.050362,127.050362
세곡동_009_1,212,0.0,5.0,37.466328,127.094887,127.094887
등촌3동_064_1,213,2.0,16.0,37.561035,126.854813,126.854813
사직동_009_5,214,7.0,6.0,37.569962,126.976158,126.976158
가양1동_027_1,215,2.0,16.0,37.565853,126.846596,126.846596
가양1동_020_1,216,1.0,9.0,37.56768,126.840897,126.840897
발산1동_057_1,217,0.0,10.0,37.549694,126.819664,126.819664
방화1동_049_1,218,6.0,9.0,37.562679,126.820473,126.820473
방화1동_043_1,219,3.0,9.0,37.570499,126.820084,126.820084
신림동_002_1,220,5.0,9.0,37.484768,126.932877,126.932877
명동_001_1,221,6.0,5.0,37.568878,126.97747,126.97747
행운동_038_1,222,1.0,11.0,37.476482,126.965363,126.965363
인헌동_036_1,223,1.0,11.0,37.476295,126.964958,126.964958
군자동_035_1,224,2.0,6.0,37.556862,127.07914,127.07914
청룡동_031_1,225,3.0,9.0,37.482189,126.942131,126.942131
조원동_015_1,226,1.0,16.0,37.481529,126.912033,126.912033
중곡1동_022_1,227,3.0,10.0,37.562527,127.082275,127.082275
대학동_020_1,228,2.0,11.0,37.469406,126.944511,126.944511
보라매동_001_1,229,4.0,6.0,37.48975,126.927467,126.927467
신림동_012_1,230,4.0,7.0,37.488564,126.928482,126.928482
신림동_012_2,231,4.0,7.0,37.487301,126.928703,126.928703
구의2동_031_1,232,4.0,15.0,37.543842,127.0933,127.0933
구로5동_029_1,233,3.0,8.0,37.502548,126.883881,126.883881
구로5동_040_1,234,2.0,11.0,37.498516,126.891991,126.891991
가산동_003_2,235,3.0,3.0,37.481354,126.88694,126.88694
가산동_003_3,236,3.0,3.0,37.48016,126.886368,126.886368
"상계6,7동_001_1",237,3.0,22.0,37.649639,127.065605,127.065605
"상계6,7동_027_2",238,3.0,19.0,37.654217,127.059212,127.059212
월계1동_015_1,239,5.0,10.0,37.619381,127.057854,127.057854
중계1동_025_2,240,2.0,26.0,37.649361,127.070442,127.070442
중계1동_052_1,241,0.0,22.0,37.646996,127.076401,127.076401
상계2동_022_1,242,2.0,20.0,37.655781,127.071777,127.071777
중계1동_021_1,243,2.0,22.0,37.654499,127.074387,127.074387
"중계2,3동_046_1",244,1.0,24.0,37.645565,127.063347,127.063347
"중계2,3동_015_1",245,2.0,22.0,37.643528,127.065224,127.065224
하계1동_020_1,246,2.0,22.0,37.64341,127.071838,127.071838
월계2동_003_1,247,3.0,17.0,37.629349,127.054825,127.054825
"상계6,7동_027_3",248,4.0,18.0,37.653549,127.058083,127.058083
창4동_001_3,249,3.0,12.0,37.657799,127.050049,127.050049
창1동_015_2,251,4.0,11.0,37.647503,127.043312,127.043312
쌍문2동_015_1,252,0.0,19.0,37.658588,127.03521,127.03521
도봉1동_026_1,253,1.0,5.0,37.678677,127.040764,127.040764
삼청동_001_1,254,3.0,10.0,37.579708,126.980858,126.980858
장안1동_070_1,255,2.0,5.0,37.5667,127.062424,127.062424
휘경2동_044_1,256,6.0,7.0,37.591534,127.067741,127.067741
서초1동_017_1,257,4.0,7.0,37.493618,127.014183,127.014183
서초3동_028_1,258,3.0,8.0,37.484161,127.010971,127.010971
방배3동_027_1,259,2.0,7.0,37.475979,126.986282,126.986282
방배4동_016_1,260,4.0,9.0,37.486526,126.989166,126.989166
방배2동_031_1,261,1.0,4.0,37.468102,126.986801,126.986801
양재1동_082_1,262,0.0,4.0,37.457424,127.022652,127.022652
내곡동_005_2,263,0.0,2.0,37.45855,127.055885,127.055885
내곡동_004_1,264,0.0,1.0,37.45562,127.067101,127.067101
내곡동_002_1,265,0.0,2.0,37.455688,127.064003,127.064003
방배2동_032_1,266,1.0,1.0,37.464298,126.988525,126.988525
안암동_028_1,267,2.0,11.0,37.590714,127.036194,127.036194
"종로1,2,3,4가동_003_3",268,11.0,7.0,37.570396,126.981789,126.981789
양평1동_028_1,269,5.0,6.0,37.522697,126.885681,126.885681
영등포동_053_1,270,4.0,8.0,37.518284,126.912636,126.912636
도림동_002_1,271,2.0,6.0,37.507931,126.895233,126.895233
용산2가동_010_1,272,5.0,12.0,37.541515,126.979515,126.979515
남영동_003_1,273,4.0,14.0,37.544079,126.972,126.972
한강로동_013_1,274,3.0,2.0,37.52293,126.961693,126.961693
원효로2동_026_1,275,3.0,5.0,37.534424,126.94857,126.94857
진관동_028_1,276,2.0,5.0,37.642609,126.921478,126.921478
응암3동_023_1,277,2.0,10.0,37.594414,126.918015,126.918015
상봉2동_014_1,278,9.0,8.0,37.596558,127.085838,127.085838
묵1동_003_1,279,4.0,12.0,37.619637,127.085045,127.085045
상봉2동_033_1,280,3.0,6.0,37.592758,127.07267,127.07267
면목2동_026_1,281,0.0,12.0,37.585655,127.07505,127.07505
중앙동_029_1,282,2.0,15.0,37.481548,126.952003,126.952003
방화1동_048_1,283,4.0,8.0,37.568447,126.821648,126.821648
이촌1동_006_1,284,2.0,5.0,37.521282,126.973465,126.973465
명동_001_2,285,12.0,5.0,37.568634,126.982315,126.982315
용문동_003_1,286,5.0,12.0,37.539001,126.961815,126.961815
남영동_003_2,287,6.0,14.0,37.541981,126.971542,126.971542
원효로2동_025_1,288,0.0,4.0,37.531422,126.9515,126.9515
한남동_030_1,289,1.0,3.0,37.528988,127.006622,127.006622
망우본동_003_1,290,2.0,12.0,37.604603,127.109253,127.109253
묵1동_005_1,291,2.0,9.0,37.607349,127.07859,127.07859
월계1동_008_1,292,3.0,22.0,37.626942,127.05513,127.05513
공릉2동_020_1,293,2.0,11.0,37.623165,127.0905,127.0905
목5동_002_2,294,2.0,12.0,37.537228,126.886612,126.886612
등촌3동_052_1,295,2.0,17.0,37.562744,126.842674,126.842674
발산1동_065_1,296,1.0,19.0,37.553509,126.825867,126.825867
영등포본동_037_1,297,1.0,9.0,37.513229,126.904465,126.904465
흑석동_057_1,298,1.0,6.0,37.505356,126.966179,126.966179
대방동_007_1,299,6.0,12.0,37.51199,126.927086,126.927086
신사동_001_1,300,4.0,13.0,37.488991,126.916382,126.916382
명동_001_3,301,12.0,3.0,37.566223,126.983589,126.983589
도곡1동_013_1,302,3.0,6.0,37.484798,127.036995,127.036995
양재2동_007_1,303,1.0,9.0,37.475906,127.046242,127.046242
세곡동_010_1,304,0.0,3.0,37.476028,127.105942,127.105942
논현1동_003_2,305,6.0,3.0,37.51395,127.030151,127.030151
논현2동_020_1,306,8.0,3.0,37.509586,127.040909,127.040909
오금동_062_1,307,2.0,11.0,37.504589,127.139366,127.139366
명동_001_4,308,13.0,5.0,37.565464,126.984138,126.984138
둔촌2동_041_1,309,3.0,9.0,37.530994,127.142372,127.142372
고덕1동_102_1,310,1.0,11.0,37.561203,127.180267,127.180267
"종로5,6가동_010_1",311,9.0,12.0,37.570141,127.009377,127.009377
교남동_015_1,312,4.0,16.0,37.56749,126.965919,126.965919
교남동_015_2,313,3.0,17.0,37.568855,126.964561,126.964561
상봉2동_014_2,314,9.0,8.0,37.596329,127.085899,127.085899
남영동_003_3,315,4.0,13.0,37.544647,126.972343,126.972343
구의1동_008_1,316,1.0,13.0,37.542519,127.084084,127.084084
광장동_040_1,317,2.0,12.0,37.543427,127.096619,127.096619
명동_001_5,318,13.0,6.0,37.564476,126.986969,126.986969
망우3동_002_1,319,2.0,7.0,37.595112,127.100327,127.100327
면목본동_016_1,320,2.0,9.0,37.58976,127.093239,127.093239
정릉4동_001_1,321,1.0,16.0,37.612072,127.008133,127.008133
정릉2동_025_1,322,2.0,7.0,37.60479,127.010582,127.010582
정릉1동_018_1,323,1.0,9.0,37.603096,127.013504,127.013504
우이동_026_1,324,2.0,1.0,37.663666,127.012428,127.012428
우이동_031_1,325,3.0,6.0,37.656158,127.013138,127.013138
우이동_019_1,326,3.0,8.0,37.649673,127.013451,127.013451
수유2동_030_1,327,4.0,4.0,37.64167,127.016884,127.016884
삼양동_005_1,328,5.0,13.0,37.62653,127.018059,127.018059
삼양동_001_1,329,4.0,15.0,37.621552,127.02037,127.02037
공릉2동_002_2,331,0.0,7.0,37.64283,127.106667,127.106667
공릉2동_002_3,332,0.0,8.0,37.642654,127.108383,127.108383
성산2동_032_1,333,5.0,10.0,37.569378,126.90403,126.90403
신정3동_079_1,334,0.0,12.0,37.51223,126.835785,126.835785
소공동_001_1,335,8.0,8.0,37.561344,126.980507,126.980507
목3동_034_1,336,1.0,13.0,37.542183,126.863304,126.863304
공항동_038_1,337,5.0,9.0,37.560291,126.818756,126.818756
가산동_004_1,338,3.0,3.0,37.481232,126.881485,126.881485
서초1동_008_1,339,3.0,7.0,37.485672,127.015923,127.015923
서초2동_039_1,340,2.0,8.0,37.486469,127.028061,127.028061
세곡동_033_1,341,0.0,4.0,37.472454,127.096077,127.096077
오금동_041_1,342,4.0,10.0,37.505627,127.136421,127.136421
잠실4동_027_1,343,6.0,6.0,37.515862,127.107048,127.107048
마천1동_022_1,344,1.0,4.0,37.497517,127.154678,127.154678
오금동_056_1,346,2.0,8.0,37.499874,127.141479,127.141479
오금동_038_2,347,4.0,10.0,37.505413,127.131691,127.131691
위례동_057_1,348,0.0,12.0,37.47747,127.144592,127.144592
위례동_034_1,349,0.0,10.0,37.474377,127.140671,127.140671
위례동_015_1,350,0.0,11.0,37.477467,127.14151,127.14151
장지동_008_1,351,1.0,13.0,37.487999,127.131088,127.131088
"종로1,2,3,4가동_002_1",352,6.0,9.0,37.576241,126.98616,126.98616
성내3동_030_1,353,2.0,16.0,37.526783,127.135574,127.135574
암사3동_006_2,354,2.0,12.0,37.554836,127.137321,127.137321
풍납2동_010_1,355,1.0,7.0,37.531471,127.111092,127.111092
수유1동_006_1,356,3.0,12.0,37.630188,127.017738,127.017738
성북동_012_1,357,1.0,17.0,37.592968,127.002235,127.002235
중계본동_004_1,358,0.0,10.0,37.645802,127.08226,127.08226
중계4동_034_1,359,1.0,17.0,37.657452,127.076805,127.076805
중곡4동_054_1,360,2.0,11.0,37.568649,127.08625,127.08625
화양동_008_1,361,4.0,10.0,37.541718,127.08017,127.08017
"종로1,2,3,4가동_002_2",362,9.0,7.0,37.573357,126.987465,126.987465
"종로1,2,3,4가동_004_1",363,8.0,8.0,37.57048,126.996635,126.996635
삼성1동_018_1,364,7.0,8.0,37.516785,127.051613,127.051613
도봉2동_031_1,365,2.0,10.0,37.677719,127.046814,127.046814
을지로동_001_1,366,13.0,4.0,37.566605,126.992493,126.992493
중림동_017_1,367,9.0,12.0,37.554108,126.965408,126.965408
을지로동_003_1,368,12.0,7.0,37.5644,126.991432,126.991432
다산동_017_1,369,4.0,6.0,37.549889,127.007347,127.007347
광희동_009_1,370,12.0,12.0,37.562126,127.006256,127.006256
"종로1,2,3,4가동_010_1",371,10.0,6.0,37.570396,126.98819,126.98819
황학동_015_1,372,9.0,18.0,37.571014,127.019745,127.019745
보광동_028_1,373,1.0,4.0,37.52401,127.00145,127.00145
한강로동_030_1,374,5.0,5.0,37.523651,126.970268,126.970268
한강로동_025_1,375,7.0,4.0,37.52961,126.968872,126.968872
이태원1동_004_2,376,2.0,3.0,37.533798,126.98867,126.98867
이촌2동_003_1,377,2.0,3.0,37.527149,126.955162,126.955162
전농2동_024_1,378,0.0,14.0,37.57653,127.065941,127.065941
전농1동_034_1,379,5.0,13.0,37.577621,127.052109,127.052109
"종로1,2,3,4가동_005_1",380,12.0,5.0,37.568485,126.987885,126.987885
망우본동_060_1,381,5.0,14.0,37.59734,127.093086,127.093086
면목7동_042_1,382,2.0,7.0,37.579845,127.092766,127.092766
보문동_014_1,383,6.0,17.0,37.585197,127.019669,127.019669
안암동_013_1,384,6.0,16.0,37.583752,127.02195,127.02195
성북동_029_1,385,2.0,18.0,37.590172,127.004089,127.004089
성북동_016_2,386,1.0,15.0,37.593361,126.999092,126.999092
종암동_008_1,387,1.0,7.0,37.59972,127.040382,127.040382
길음1동_024_1,388,2.0,10.0,37.604298,127.022614,127.022614
동선동_024_1,389,5.0,17.0,37.591396,127.020157,127.020157
도봉1동_030_1,390,3.0,8.0,37.68401,127.045792,127.045792
도봉1동_011_2,391,3.0,7.0,37.687592,127.045502,127.045502
도봉1동_003_1,392,3.0,5.0,37.68763,127.042213,127.042213
방학1동_044_1,393,1.0,8.0,37.667599,127.042999,127.042999
방학1동_028_1,394,1.0,13.0,37.662979,127.041939,127.041939
쌍문4동_034_1,395,0.0,20.0,37.65815,127.032669,127.032669
도봉1동_039_1,396,2.0,10.0,37.679119,127.044983,127.044983
창5동_005_1,397,2.0,15.0,37.652241,127.037064,127.037064
창2동_033_1,398,0.0,6.0,37.639702,127.038834,127.038834
명동_001_8,399,13.0,5.0,37.566383,126.987206,126.987206
창4동_043_1,400,3.0,11.0,37.646309,127.052742,127.052742
중계본동_007_1,401,0.0,13.0,37.650459,127.080887,127.080887
공릉1동_031_1,402,7.0,9.0,37.61832,127.07563,127.07563
중계본동_007_2,403,0.0,12.0,37.64819,127.080482,127.080482
상계10동_034_1,404,3.0,19.0,37.66114,127.058052,127.058052
응암1동_028_1,405,2.0,6.0,37.600361,126.922813,126.922813
명동_001_9,406,13.0,5.0,37.56599,126.987793,126.987793
진관동_025_1,407,2.0,3.0,37.643185,126.915092,126.915092
진관동_011_1,408,1.0,6.0,37.638252,126.919456,126.919456
진관동_108_1,410,1.0,4.0,37.639259,126.918907,126.918907
불광1동_060_1,411,3.0,7.0,37.612801,126.932175,126.932175
불광1동_047_1,412,7.0,11.0,37.616543,126.925125,126.925125
응암2동_008_1,413,2.0,10.0,37.593479,126.923187,126.923187
녹번동_048_1,414,3.0,5.0,37.609447,126.934677,126.934677
녹번동_048_2,415,4.0,6.0,37.608498,126.931999,126.931999
진관동_045_1,416,0.0,6.0,37.64209,126.929413,126.929413
진관동_003_2,417,0.0,5.0,37.643394,126.932137,126.932137
홍제2동_006_1,418,2.0,6.0,37.5867,126.94677,126.94677
북아현동_021_1,419,5.0,22.0,37.558128,126.956207,126.956207
홍은2동_042_1,420,1.0,5.0,37.597149,126.93853,126.93853
성산1동_030_1,421,3.0,12.0,37.563339,126.908203,126.908203
목5동_035_1,422,2.0,8.0,37.541142,126.876678,126.876678
목5동_028_1,423,1.0,11.0,37.537869,126.881409,126.881409
목1동_003_2,424,2.0,8.0,37.52668,126.876167,126.876167
신정3동_001_1,425,0.0,6.0,37.514278,126.828743,126.828743
신정7동_004_1,426,2.0,13.0,37.514721,126.8592,126.8592
서강동_008_1,427,5.0,5.0,37.547871,126.923531,126.923531
"종로1,2,3,4가동_005_2",428,11.0,4.0,37.570599,126.991791,126.991791
신월4동_007_1,429,0.0,10.0,37.524071,126.8386,126.8386
신정3동_057_1,430,0.0,13.0,37.506821,126.844299,126.844299
목1동_003_3,431,2.0,8.0,37.524742,126.877663,126.877663
신정7동_008_1,432,1.0,11.0,37.510658,126.859161,126.859161
염창동_061_1,434,3.0,9.0,37.547199,126.874489,126.874489
염창동_060_1,435,2.0,12.0,37.549179,126.868797,126.868797
염창동_058_1,436,2.0,7.0,37.550049,126.873161,126.873161
가양3동_028_1,437,2.0,13.0,37.561249,126.86058,126.86058
"종로1,2,3,4가동_005_3",438,11.0,4.0,37.570194,126.991653,126.991653
등촌1동_043_1,439,2.0,17.0,37.556736,126.853073,126.853073
등촌3동_003_1,440,2.0,18.0,37.556614,126.851166,126.851166
등촌1동_019_1,441,3.0,19.0,37.554379,126.857536,126.857536
발산1동_062_1,442,0.0,16.0,37.55011,126.823677,126.823677
방화2동_007_1,443,2.0,8.0,37.572472,126.806168,126.806168
발산1동_001_1,444,3.0,16.0,37.557468,126.82972,126.82972
발산1동_057_2,445,0.0,10.0,37.551044,126.818497,126.818497
화곡6동_014_1,446,2.0,16.0,37.556877,126.848808,126.848808
필동_005_1,447,8.0,8.0,37.561447,126.993111,126.993111
화곡6동_033_1,448,0.0,11.0,37.548286,126.853569,126.853569
구로3동_006_1,449,4.0,5.0,37.484859,126.895187,126.895187
개봉2동_030_1,450,1.0,9.0,37.490341,126.860931,126.860931
고척2동_002_1,451,1.0,11.0,37.50605,126.860786,126.860786
오류1동_002_1,452,1.0,8.0,37.496761,126.844963,126.844963
오류2동_009_1,453,3.0,11.0,37.491798,126.83242,126.83242
오류2동_006_1,454,3.0,11.0,37.48938,126.834198,126.834198
구로2동_001_1,455,1.0,8.0,37.496998,126.87178,126.87178
"종로1,2,3,4가동_001_2",456,4.0,16.0,37.578979,126.996475,126.996475
구로1동_003_1,457,1.0,11.0,37.495399,126.87101,126.87101
독산1동_020_1,458,1.0,6.0,37.472481,126.895866,126.895866
독산1동_040_1,459,1.0,5.0,37.47818,126.897408,126.897408
시흥1동_048_1,460,1.0,11.0,37.451321,126.897621,126.897621
독산3동_026_1,461,1.0,13.0,37.478409,126.907372,126.907372
독산1동_018_2,462,2.0,11.0,37.46056,126.887093,126.887093
양평2동_029_1,463,5.0,11.0,37.532101,126.89444,126.89444
"종로1,2,3,4가동_004_2",464,8.0,9.0,37.570957,126.997124,126.997124
구로5동_040_2,465,2.0,12.0,37.498241,126.893982,126.893982
대림2동_016_1,466,3.0,10.0,37.48753,126.904877,126.904877
신대방1동_015_1,467,3.0,11.0,37.489399,126.907112,126.907112
신대방2동_007_2,468,7.0,13.0,37.497669,126.919868,126.919868
사당3동_017_1,469,1.0,12.0,37.488159,126.966476,126.966476
노량진1동_001_1,470,3.0,3.0,37.51392,126.943069,126.943069
조원동_019_1,471,1.0,14.0,37.486824,126.912834,126.912834
대학동_002_1,472,1.0,9.0,37.467094,126.949326,126.949326
은천동_065_1,473,2.0,10.0,37.482189,126.946159,126.946159
"종로1,2,3,4가동_004_3",474,10.0,8.0,37.571068,126.998192,126.998192
내곡동_006_1,475,1.0,2.0,37.450661,127.05706,127.05706
서초3동_039_1,476,3.0,7.0,37.491951,127.008553,127.008553
반포1동_037_1,477,7.0,8.0,37.503601,127.020782,127.020782
잠원동_050_1,478,5.0,4.0,37.515881,127.019302,127.019302
서초2동_002_1,479,2.0,8.0,37.493259,127.029533,127.029533
방배3동_024_1,480,4.0,9.0,37.479092,126.990677,126.990677
개포2동_003_2,481,4.0,16.0,37.48616,127.067238,127.067238
혜화동_002_1,482,2.0,19.0,37.585629,127.000679,127.000679
개포2동_019_1,483,2.0,10.0,37.480881,127.063042,127.063042
개포1동_011_1,484,0.0,7.0,37.475986,127.059624,127.059624
개포4동_017_1,485,0.0,7.0,37.474472,127.05545,127.05545
개포4동_034_1,486,2.0,12.0,37.480251,127.054192,127.054192
도곡2동_052_1,487,4.0,13.0,37.485741,127.051048,127.051048
역삼1동_013_1,488,8.0,4.0,37.50811,127.039452,127.039452
이화동_014_1,489,2.0,15.0,37.58157,127.001785,127.001785
일원본동_003_1,490,2.0,10.0,37.486561,127.082672,127.082672
개포2동_045_1,491,5.0,11.0,37.48872,127.074539,127.074539
개포3동_028_1,492,5.0,13.0,37.49181,127.073158,127.073158
삼성1동_018_2,493,5.0,7.0,37.518711,127.05085,127.05085
논현1동_001_1,494,5.0,5.0,37.517571,127.023643,127.023643
역삼1동_044_1,495,5.0,5.0,37.49847,127.030113,127.030113
세곡동_056_1,496,0.0,1.0,37.477341,127.113274,127.113274
위례동_040_1,497,0.0,6.0,37.474583,127.137543,127.137543
이화동_009_1,498,2.0,16.0,37.580444,127.002342,127.002342
오륜동_002_1,499,4.0,14.0,37.521938,127.131866,127.131866
삼전동_001_1,500,5.0,8.0,37.506561,127.096558,127.096558
잠실6동_004_1,501,3.0,6.0,37.513962,127.100304,127.100304
잠실3동_053_2,502,6.0,4.0,37.508678,127.103432,127.103432
잠실6동_001_1,503,5.0,4.0,37.509201,127.104118,127.104118
오륜동_007_1,504,4.0,13.0,37.519878,127.136711,127.136711
오륜동_014_1,505,0.0,8.0,37.506939,127.139221,127.139221
"종로5,6가동_002_1",506,4.0,11.0,37.575611,127.0047,127.0047
잠실3동_053_3,507,5.0,10.0,37.506748,127.098831,127.098831
장지동_007_2,508,2.0,11.0,37.480953,127.130104,127.130104
고덕2동_005_2,509,1.0,6.0,37.562546,127.164482,127.164482
고덕1동_095_1,511,1.0,11.0,37.563354,127.179054,127.179054
상일2동_007_2,512,2.0,12.0,37.555809,127.173744,127.173744
금호4가동_002_1,513,4.0,7.0,37.546089,127.02507,127.02507
"종로5,6가동_007_1",514,8.0,11.0,37.5742,127.006592,127.006592
신당5동_018_1,515,7.0,17.0,37.56179,127.024391,127.024391
광장동_013_1,516,1.0,3.0,37.550598,127.110512,127.110512
능동_002_2,517,3.0,8.0,37.549789,127.075928,127.075928
"종로5,6가동_010_2",518,8.0,10.0,37.571239,127.00441,127.00441
"종로5,6가동_009_1",519,12.0,7.0,37.57114,127.000671,127.000671
"종로1,2,3,4가동_002_3",520,10.0,5.0,37.570358,126.986382,126.986382
"종로5,6가동_010_3",521,10.0,12.0,37.570961,127.006058,127.006058
숭인2동_005_1,522,9.0,13.0,37.574471,127.019829,127.019829
"종로5,6가동_009_2",523,9.0,8.0,37.573307,127.00071,127.00071
"종로5,6가동_010_4",524,11.0,14.0,37.57132,127.00721,127.00721
"종로1,2,3,4가동_003_4",525,6.0,6.0,37.569893,126.97757,126.97757
한강로동_010_1,526,7.0,7.0,37.5327,126.964378,126.964378
왕십리2동_028_1,527,6.0,16.0,37.560146,127.02636,127.02636
금호1가동_011_1,528,2.0,14.0,37.554779,127.024841,127.024841
왕십리2동_031_1,529,6.0,15.0,37.56068,127.026779,127.026779
사직동_009_6,530,2.0,10.0,37.574364,126.972366,126.972366
신당동_005_1,531,11.0,10.0,37.568962,127.010147,127.010147
천호2동_026_1,532,4.0,9.0,37.54467,127.132675,127.132675
천호1동_006_1,533,3.0,10.0,37.546898,127.134666,127.134666
상일1동_048_1,534,2.0,17.0,37.553482,127.165054,127.165054
회기동_004_1,535,3.0,13.0,37.594601,127.051971,127.051971
천호3동_039_1,536,4.0,5.0,37.538227,127.131744,127.131744
풍납2동_010_2,537,1.0,8.0,37.531311,127.111282,127.111282
