"기준_날짜","집계_기준","기준_시간","시작_대여소","시작_대여소명","종료_대여소","종료_대여소명","전체건수","전체_이용_분","전체_이용_거리"
"20240717","출발시간","1255","ST-2879","신정2동_026_1","ST-2016","목1동_042_1","1","5","873"
"20240717","출발시간","1255","ST-2892","구로5동_050_1","ST-1223","구로5동_001_1","1","4","920"
"20240717","출발시간","1255","ST-2898","월곡1동_008_1","ST-910","월곡2동_015_1","1","4","760"
"20240717","도착시간","1255","ST-1996","목1동_045_1","ST-3047","신정1동_006_1","1","3","633"
"20240717","도착시간","1255","ST-1997","목1동_015_1","ST-3104","목1동_010_2","1","3","607"
"20240717","도착시간","1255","ST-2007","신정2동_028_1","ST-3163","목1동_037_2","1","6","914"
"20240717","도착시간","1255","ST-202","공덕동_078_1","ST-202","공덕동_078_1","1","62","917"
"20240717","도착시간","1255","ST-2031","가양1동_018_1","ST-514","가양1동_011_1","1","16","1223"
"20240717","도착시간","1255","ST-2035","가양1동_016_5","ST-2033","가양1동_012_7","1","2","350"
"20240717","도착시간","1255","ST-2039","목5동_023_1","ST-2852","양평1동_027_2","1","73","2430"
"20240717","도착시간","1255","ST-204","용강동_039_1","ST-202","공덕동_078_1","1","6","770"
"20240717","도착시간","1255","ST-204","용강동_039_1","ST-204","용강동_039_1","1","48","2226"
"20240717","도착시간","1255","ST-2041","가양1동_014_3","ST-1688","가양1동_016_3","1","108","8380"
"20240717","도착시간","1255","ST-2044","가양1동_012_11","ST-2035","가양1동_016_5","1","76","3614"
"20240717","도착시간","1255","ST-2045","가양1동_012_12","ST-1062","공항동_004_1","1","15","1604"
"20240717","도착시간","1255","ST-2050","공항동_060_1","ST-1718","방화1동_041_1","1","6","961"
"20240717","도착시간","1255","ST-2079","상계8동_015_1","ST-2720","월계2동_003_2","1","25","7090"
"20240717","도착시간","1255","ST-2081","하계1동_040_1","ST-735","공릉1동_016_1","1","5","1019"
"20240717","도착시간","1255","ST-210","성산1동_006_1","ST-210","성산1동_006_1","1","23","2170"
"20240717","도착시간","1255","ST-213","공덕동_013_1","ST-3008","염리동_031_1","1","6","977"
"20240717","도착시간","1255","ST-2134","인수동_023_1","ST-1390","수유2동_030_1","1","7","863"
"20240717","도착시간","1255","ST-2156","합정동_006_1","ST-4","서교동_020_1","1","3","561"
"20240717","도착시간","1255","ST-2177","한강로동_012_1","ST-334","한강로동_026_1","1","7","848"
"20240717","도착시간","1255","ST-2215","남가좌1동_016_1","ST-350","북가좌1동_004_2","1","14","1970"
"20240717","도착시간","1255","ST-2797","방이2동_014_1","ST-2876","방이2동_005_1","1","42","660"
"20240717","도착시간","1255","ST-2798","가락본동_023_1","ST-839","송파2동_007_1","1","4","652"
"20240717","도착시간","1255","ST-2801","신길7동_016_1","ST-1151","신대방2동_007_1","3","25","2697"
"20240717","도착시간","1255","ST-2806","당산1동_028_1","ST-2822","영등포동_039_1","1","71","1625"
"20240717","도착시간","1255","ST-2807","당산2동_039_1","ST-3011","당산2동_001_4","1","12","539"
"20240717","도착시간","1255","ST-2808","대림3동_036_1","ST-303","신길3동_021_1","1","7","1467"
"20240717","도착시간","1255","ST-2821","영등포본동_039_1","ST-63","여의동_060_1","1","8","1840"
"20240717","도착시간","1255","ST-2833","석촌동_015_1","ST-1866","석촌동_018_1","1","4","525"
"20240717","도착시간","1255","ST-2866","원효로2동_025_4","ST-2866","원효로2동_025_4","1","63","4561"
"20240717","도착시간","1255","ST-2876","방이2동_005_1","ST-2601","잠실4동_039_1","1","5","518"
"20240717","도착시간","1255","ST-2876","방이2동_005_1","ST-2876","방이2동_005_1","1","48","440"
"20240717","도착시간","1255","ST-2886","발산1동_007_4","ST-2048","발산1동_001_3","1","28","1143"
"20240717","도착시간","1255","ST-2888","우장산동_044_1","ST-2036","가양1동_017_2","1","9","1115"
"20240717","도착시간","1255","ST-2889","방화1동_041_3","ST-2031","가양1동_018_1","2","9","1118"
"20240717","도착시간","1255","ST-2889","방화1동_041_3","ST-2889","방화1동_041_3","1","41","1098"
"20240717","도착시간","1255","ST-2889","방화1동_041_3","ST-513","가양1동_025_1","1","4","533"
"20240717","도착시간","1255","ST-2902","영등포본동_014_1","ST-51","여의동_001_2","1","12","2252"
"20240717","도착시간","1255","ST-2905","망원1동_005_1","ST-2905","망원1동_005_1","1","16","1393"
"20240717","도착시간","1255","ST-2921","상봉1동_003_3","ST-2921","상봉1동_003_3","1","14","657"
"20240717","도착시간","1255","ST-2925","개포2동_004_2","ST-2925","개포2동_004_2","1","88","1990"
"20240717","도착시간","1255","ST-2932","시흥1동_003_3","ST-2932","시흥1동_003_3","1","33","1517"
"20240717","도착시간","1255","ST-295","당산2동_025_1","ST-1968","영등포동_016_1","1","7","1049"
"20240717","도착시간","1255","ST-2958","양평1동_003_1","ST-994","목1동_005_2","1","9","1184"
"20240717","도착시간","1255","ST-2974","상암동_024_4","ST-95","상암동_025_5","1","6","930"
"20240717","도착시간","1255","ST-2977","상암동_042_2","ST-91","상암동_029_2","1","13","1730"
"20240717","출발시간","1255","ST-292","양평1동_013_1","ST-3011","당산2동_001_4","1","4","430"
"20240717","출발시간","1255","ST-2975","서강동_009_1","ST-32","서교동_033_1","1","5","790"
"20240717","출발시간","1255","ST-2999","가산동_004_4","ST-1403","가산동_004_1","1","6","692"
"20240717","출발시간","1255","ST-30","신촌동_024_2","ST-2201","신촌동_024_1","1","29","1819"
"20240717","출발시간","1255","ST-3011","당산2동_001_4","ST-2812","양평1동_020_1","1","7","1152"
"20240717","출발시간","1255","ST-3011","당산2동_001_4","ST-3011","당산2동_001_4","1","11","1039"
"20240717","출발시간","1255","ST-3017","합정동_025_1","ST-2154","용강동_040_1","1","55","7864"
"20240717","출발시간","1255","ST-3029","가산동_010_1","ST-1140","가산동_003_1","1","1","310"
"20240717","출발시간","1255","ST-3029","가산동_010_1","ST-1938","가산동_003_4","1","3","590"
"20240717","출발시간","1255","ST-303","신길3동_021_1","ST-302","신길3동_027_1","1","28","1134"
"20240717","출발시간","1255","ST-3037","오류2동_004_1","ST-1235","오류2동_010_1","1","7","1410"
"20240717","출발시간","1255","ST-307","신길7동_001_2","ST-72","여의동_006_17","1","3","523"
"20240717","출발시간","1255","ST-3077","대치2동_010_1","ST-815","역삼2동_003_2","1","9","1010"
"20240717","출발시간","1255","ST-3086","방배본동_031_1","ST-753","방배2동_013_1","1","18","2428"
"20240717","출발시간","1255","ST-3090","종로1,2,3,4가동_003_8","ST-2845","소공동_002_4","1","13","2018"
"20240717","출발시간","1255","ST-3110","중계2,3동_030_1","ST-1474","공릉1동_031_1","1","38","4800"
"20240717","출발시간","1255","ST-312","신정4동_015_1","ST-2398","신정6동_026_2","1","9","1230"
"20240717","출발시간","1255","ST-3120","성수2가3동_006_4","ST-1660","자양3동_013_1","1","43","4615"
"20240717","출발시간","1255","ST-3120","성수2가3동_006_4","ST-3120","성수2가3동_006_4","1","17","360"
"20240717","출발시간","1255","ST-313","신월2동_009_1","ST-2005","신정1동_005_1","1","26","800"
"20240717","출발시간","1255","ST-3138","남영동_001_2","ST-1376","남영동_003_3","1","147","3291"
"20240717","출발시간","1255","ST-3139","연희동_042_1","ST-2167","서교동_008_1","1","22","2012"
"20240717","출발시간","1255","ST-318","신월2동_033_1","ST-1995","목1동_006_2","1","19","3490"
"20240717","출발시간","1255","ST-3182","구로2동_001_6","ST-1218","신도림동_005_1","1","5","810"
"20240717","출발시간","1255","ST-3196","독산1동_039_1","ST-3196","독산1동_039_1","1","94","1844"
"20240717","출발시간","1255","ST-3198","용신동_018_1","ST-398","답십리1동_025_1","1","9","1551"
"20240717","출발시간","1255","ST-3218","상계8동_032_1","ST-3269","방학1동_013_1","1","6","670"
"20240717","출발시간","1255","ST-3226","등촌3동_001_5","ST-2040","가양1동_012_8","1","5","406"
"20240717","출발시간","1255","ST-3226","등촌3동_001_5","ST-3251","가양1동_012_16","1","4","670"
"20240717","출발시간","1255","ST-326","원효로1동_020_1","ST-326","원효로1동_020_1","2","19","1562"
"20240717","출발시간","1255","ST-3274","상계3,4동_013_1","ST-914","상계5동_001_2","1","6","651"
"20240717","출발시간","1255","ST-3286","전농1동_003_2","ST-243","용답동_004_1","1","21","2685"
"20240717","출발시간","1255","ST-330","한남동_024_1","ST-2191","서빙고동_015_1","1","19","2920"
"20240717","출발시간","1255","ST-3303","신도림동_067_1","ST-3303","신도림동_067_1","1","104","640"
"20240717","출발시간","1255","ST-336","종로1,2,3,4가동_003_9","ST-977","소공동_002_5","1","7","1270"
"20240717","출발시간","1255","ST-347","북가좌2동_007_1","ST-33","북가좌2동_042_1","1","53","1730"
"20240717","출발시간","1255","ST-35","북가좌2동_024_1","ST-3279","수색동_004_2","1","10","1780"
"20240717","출발시간","1255","ST-360","행당1동_001_2","ST-261","용신동_013_2","1","12","1685"
"20240717","출발시간","1255","ST-375","성수1가1동_002_1","ST-506","성수2가3동_002_3","1","7","901"
"20240717","도착시간","1255","ST-2993","발산1동_056_2","ST-2993","발산1동_056_2","1","54","1140"
"20240717","도착시간","1255","ST-3012","구의3동_006_1","ST-255","구의3동_001_4","1","3","320"
"20240717","도착시간","1255","ST-3029","가산동_010_1","ST-1938","가산동_003_4","1","3","590"
"20240717","도착시간","1255","ST-3043","성수2가3동_012_1","ST-105","성수2가3동_006_2","1","5","488"
"20240717","도착시간","1255","ST-3043","성수2가3동_012_1","ST-108","성수1가1동_029_1","1","13","2345"
"20240717","도착시간","1255","ST-3063","상계6,7동_060_2","ST-2063","상계6,7동_049_1","1","5","901"
"20240717","도착시간","1255","ST-307","신길7동_001_2","ST-72","여의동_006_17","1","3","523"
"20240717","도착시간","1255","ST-3075","사직동_009_9","ST-3075","사직동_009_9","1","57","1566"
"20240717","도착시간","1255","ST-3080","원효로1동_019_1","ST-2451","한강로동_027_3","1","6","796"
"20240717","도착시간","1255","ST-310","목4동_016_1","ST-3304","신정4동_045_1","1","5","1100"
"20240717","도착시간","1255","ST-3104","목1동_010_2","ST-2774","목5동_063_1","1","23","2537"
"20240717","도착시간","1255","ST-3118","가양3동_001_1","ST-3118","가양3동_001_1","1","18","2612"
"20240717","도착시간","1255","ST-312","신정4동_015_1","ST-2763","신정6동_020_1","1","7","2055"
"20240717","도착시간","1255","ST-3121","성수2가3동_008_1","ST-109","성수1가2동_001_1","1","5","879"
"20240717","도착시간","1255","ST-3153","가락본동_038_1","ST-1730","송파1동_038_1","1","12","1620"
"20240717","도착시간","1255","ST-3175","창4동_048_1","ST-3175","창4동_048_1","1","56","2866"
"20240717","도착시간","1255","ST-3182","구로2동_001_6","ST-1733","신도림동_033_1","1","10","1339"
"20240717","도착시간","1255","ST-3190","","ST-1657","위례동_014_1","1","6","1196"
"20240717","도착시간","1255","ST-3198","용신동_018_1","ST-825","성북동_015_2","1","35","4350"
"20240717","도착시간","1255","ST-3204","영등포동_053_2","ST-59","여의동_051_6","1","4","740"
"20240717","도착시간","1255","ST-3204","영등포동_053_2","ST-72","여의동_006_17","1","8","1674"
"20240717","도착시간","1255","ST-3212","당산1동_009_1","ST-3212","당산1동_009_1","1","53","2200"
"20240717","도착시간","1255","ST-3212","당산1동_009_1","ST-413","당산1동_014_1","1","61","2445"
"20240717","도착시간","1255","ST-3234","삼각산동_061_1","ST-3203","길음2동_002_2","1","7","1268"
"20240717","도착시간","1255","ST-3235","영등포동_038_1","ST-59","여의동_051_6","1","7","751"
"20240717","출발시간","1255","ST-310","목4동_016_1","ST-2773","목5동_013_1","1","8","950"
"20240717","출발시간","1255","ST-3105","신대방2동_020_1","ST-2654","신대방2동_009_1","1","53","5234"
"20240717","출발시간","1255","ST-3108","역삼1동_029_1","ST-750","반포3동_015_5","1","20","2449"
"20240717","출발시간","1255","ST-416","문래동_021_2","ST-1996","목1동_045_1","1","24","2696"
"20240717","출발시간","1255","ST-419","당산1동_006_1","ST-3212","당산1동_009_1","1","38","1432"
"20240717","출발시간","1255","ST-419","당산1동_006_1","X","","1","118","1100"
"20240717","출발시간","1255","ST-425","여의동_051_4","ST-62","여의동_017_1","1","5","610"
"20240717","출발시간","1255","ST-438","청파동_011_1","ST-3082","청파동_016_1","1","7","587"
"20240717","출발시간","1255","ST-446","성수2가1동_023_1","ST-446","성수2가1동_023_1","1","48","1310"
"20240717","출발시간","1255","ST-447","마장동_022_1","ST-359","행당1동_001_1","1","8","971"
"20240717","출발시간","1255","ST-453","진관동_011_3","ST-453","진관동_011_3","2","",""
"20240717","출발시간","1255","ST-459","녹번동_043_1","ST-2257","응암3동_002_1","1","12","1811"
"20240717","출발시간","1255","ST-460","응암3동_007_1","ST-448","녹번동_006_1","1","10","1949"
"20240717","출발시간","1255","ST-47","여의동_001_1","ST-55","여의동_006_11","1","9","947"
"20240717","출발시간","1255","ST-480","구산동_043_1","ST-2264","역촌동_068_1","1","8","1214"
"20240717","출발시간","1255","ST-493","천호2동_029_2","ST-3005","오륜동_002_4","1","12","1516"
"20240717","출발시간","1255","ST-497","성내1동_015_1","ST-503","성내1동_004_1","1","8","496"
"20240717","출발시간","1255","ST-5","망원1동_024_1","ST-340","합정동_001_3","1","11","920"
"20240717","출발시간","1255","ST-502","성내1동_014_1","ST-502","성내1동_014_1","1","76","6230"
"20240717","출발시간","1255","ST-508","방화1동_002_1","ST-508","방화1동_002_1","1","33","1922"
"20240717","출발시간","1255","ST-513","가양1동_025_1","ST-2031","가양1동_018_1","1","4","367"
"20240717","출발시간","1255","ST-517","염창동_010_1","ST-517","염창동_010_1","1","15","1155"
"20240717","출발시간","1255","ST-520","가양3동_001_3","ST-2174","원효로1동_017_1","1","90","12086"
"20240717","도착시간","1255","ST-2611","방화1동_017_1","ST-1645","공항동_030_1","1","9","1690"
"20240717","도착시간","1255","ST-2637","가산동_004_3","ST-675","고척1동_042_1","1","18","4320"
"20240717","도착시간","1255","ST-2696","상일2동_006_1","ST-1371","고덕1동_102_1","1","3","720"
"20240717","도착시간","1255","ST-2696","상일2동_006_1","ST-504","고덕1동_073_2","1","13","1135"
"20240717","도착시간","1255","ST-2727","창3동_011_1","ST-2727","창3동_011_1","1","57","1176"
"20240717","도착시간","1255","ST-273","용신동_024_1","ST-3046","종암동_046_1","1","19","2770"
"20240717","도착시간","1255","ST-2732","천호2동_019_1","ST-3147","암사1동_043_1","1","9","1287"
"20240717","도착시간","1255","ST-274","용신동_014_1","ST-2508","용신동_060_1","1","6","1003"
"20240717","도착시간","1255","ST-2747","둔촌2동_032_1","ST-1835","명일2동_024_1","1","9","1410"
"20240717","도착시간","1255","ST-2748","성내2동_023_1","ST-1041","성내1동_012_1","1","6","1490"
"20240717","도착시간","1255","ST-2749","길동_012_1","ST-1839","성내3동_018_2","1","179","2958"
"20240717","도착시간","1255","ST-2764","신정6동_018_1","ST-2764","신정6동_018_1","1","116","2157"
"20240717","도착시간","1255","ST-2769","신월3동_001_2","ST-2027","화곡1동_006_1","2","19","2805"
"20240717","도착시간","1255","ST-2769","신월3동_001_2","ST-320","신월3동_006_1","1","6","881"
"20240717","도착시간","1255","ST-277","양평2동_017_1","ST-426","당산2동_052_1","1","12","2048"
"20240717","도착시간","1255","ST-2771","신월6동_002_1","ST-1016","신월4동_001_1","1","4","560"
"20240717","출발시간","1300","ST-3187","당산2동_003_1","ST-1539","양평2동_029_1","1","5","840"
"20240717","출발시간","1300","ST-3214","방이2동_006_1","ST-1584","잠실6동_004_1","3","12","2473"
"20240717","출발시간","1300","ST-3226","등촌3동_001_5","ST-528","등촌2동_026_1","1","16","2573"
"20240717","출발시간","1300","ST-3236","가산동_019_3","ST-668","구로3동_034_1","1","12","1672"
"20240717","출발시간","1300","ST-3251","가양1동_012_16","ST-2047","가양1동_016_6","1","5","520"
"20240717","출발시간","1300","ST-340","합정동_001_3","ST-5","망원1동_024_1","1","6","496"
"20240717","출발시간","1300","ST-361","송정동_009_1","ST-506","성수2가3동_002_3","1","9","1600"
"20240717","출발시간","1300","ST-364","성수2가3동_012_4","ST-1661","자양4동_009_1","1","",""
"20240717","출발시간","1300","ST-364","성수2가3동_012_4","ST-446","성수2가1동_023_1","1","11","661"
"20240717","출발시간","1300","ST-368","성수2가3동_002_2","ST-112","성수2가3동_004_1","1","4","593"
"20240717","출발시간","1300","ST-369","왕십리도선동_050_1","ST-2903","황학동_017_1","1","33","1170"
"20240717","출발시간","1300","ST-385","능동_002_6","ST-259","구의2동_035_1","2","108","5217"
"20240717","출발시간","1300","ST-1371","고덕1동_102_1","ST-2966","상일2동_001_2","1","6","920"
"20240717","출발시간","1300","ST-1371","고덕1동_102_1","ST-486","천호2동_041_1","1","40","5859"
"20240717","출발시간","1300","ST-1410","마천1동_022_1","ST-544","오륜동_018_1","1","12","4190"
"20240717","출발시간","1300","ST-1417","위례동_034_1","ST-2572","위례동_071_1","1","37","2551"
"20240717","출발시간","1300","ST-1420","성내3동_030_1","ST-1072","가락2동_002_1","1","",""
"20240717","출발시간","1300","ST-432","신월7동_032_1","ST-317","신정3동_010_1","1","8","1189"
"20240717","출발시간","1300","ST-455","응암1동_023_1","ST-347","북가좌2동_007_1","1","18","2410"
"20240717","출발시간","1300","ST-492","암사2동_002_1","ST-2738","둔촌2동_026_1","1","22","3020"
"20240717","출발시간","1300","ST-508","방화1동_002_1","ST-1515","방화2동_007_1","1","3","353"
"20240717","출발시간","1300","ST-541","풍납2동_024_1","ST-2592","오륜동_002_3","2","16","2050"
"20240717","출발시간","1300","ST-55","여의동_006_11","ST-47","여의동_001_1","1","9","1129"
"20240717","출발시간","1300","ST-55","여의동_006_11","ST-66","여의동_006_16","1","2","372"
"20240717","출발시간","1300","ST-551","잠실3동_029_1","ST-2601","잠실4동_039_1","1","13","1970"
"20240717","출발시간","1300","ST-574","월곡2동_027_1","ST-910","월곡2동_015_1","1","44","940"
"20240717","출발시간","1300","ST-585","신내1동_023_1","ST-1380","망우3동_002_1","1","20","2359"
"20240717","출발시간","1300","ST-59","여의동_051_6","ST-59","여의동_051_6","1","90","1340"
"20240717","출발시간","1300","ST-600","월계1동_011_1","ST-1280","월계1동_015_1","1","4","855"
"20240717","출발시간","1300","ST-387","광장동_046_1","ST-387","광장동_046_1","1","102","3632"
"20240717","출발시간","1300","ST-390","전농2동_005_1","ST-1629","전농1동_059_1","1","8","1235"
"20240717","출발시간","1300","ST-400","청량리동_009_4","ST-400","청량리동_009_4","1","80","3079"
"20240717","출발시간","1300","ST-402","회기동_020_1","ST-401","이문1동_026_1","1","7","1060"
"20240717","출발시간","1300","ST-410","장안1동_003_1","ST-930","거여2동_004_1","1","103","15193"
"20240717","출발시간","1300","ST-413","당산1동_014_1","ST-2818","영등포동_030_1","1","8","1691"
"20240717","출발시간","1300","ST-413","당산1동_014_1","ST-3212","당산1동_009_1","1","3","311"
"20240717","출발시간","1300","ST-420","영등포동_021_4","ST-2806","당산1동_028_1","1","3","573"
"20240717","출발시간","1300","ST-426","당산2동_052_1","ST-1968","영등포동_016_1","1","9","1154"
"20240717","출발시간","1300","ST-2958","양평1동_003_1","ST-2017","목1동_031_1","1","10","1160"
"20240717","출발시간","1300","ST-2996","신사동_026_1","ST-1546","조원동_019_1","1","6","780"
"20240717","출발시간","1300","ST-3015","상계6,7동_042_1","ST-1641","상계10동_033_1","1","10","1020"
"20240717","출발시간","1300","ST-3030","양평1동_001_2","ST-1320","양평1동_028_1","1","3","330"
"20240717","출발시간","1300","ST-3043","성수2가3동_012_1","ST-368","성수2가3동_002_2","1","6","901"
"20240717","출발시간","1300","ST-3049","개포2동_025_1","ST-1574","개포3동_028_1","1","47","1870"
"20240717","출발시간","1300","ST-3060","공릉2동_050_1","ST-2896","공릉1동_040_1","1","28","2627"
"20240717","출발시간","1300","ST-3084","가양2동_002_1","ST-2557","화곡6동_024_1","1","5","936"
"20240717","출발시간","1300","ST-3087","상일1동_024_1","ST-1053","명일2동_009_1","1","7","1219"
"20240717","출발시간","1300","ST-3089","신정7동_003_1","ST-2005","신정1동_005_1","1","9","2299"
"20240717","출발시간","1300","ST-3089","신정7동_003_1","ST-2397","신정6동_036_1","1","6","605"
"20240717","출발시간","1300","ST-3089","신정7동_003_1","ST-3182","구로2동_001_6","1","5","904"
"20240717","출발시간","1300","ST-309","목4동_014_1","ST-1996","목1동_045_1","1","10","760"
"20240717","출발시간","1300","ST-3098","천호2동_008_1","ST-2732","천호2동_019_1","1","21","1332"
"20240717","출발시간","1300","ST-3100","등촌3동_001_4","ST-2888","우장산동_044_1","1","8","1096"
"20240717","출발시간","1300","ST-3105","신대방2동_020_1","ST-1357","신사동_001_1","1","5","920"
"20240717","출발시간","1300","ST-3105","신대방2동_020_1","ST-2653","신대방1동_019_1","1","29","3290"
"20240717","출발시간","1300","ST-3105","신대방2동_020_1","ST-2654","신대방2동_009_1","1","48","4562"
"20240717","출발시간","1300","ST-311","목1동_037_1","ST-2398","신정6동_026_2","1","11","1144"
"20240717","출발시간","1300","ST-311","목1동_037_1","ST-3163","목1동_037_2","1","54","1110"
"20240717","출발시간","1300","ST-3137","가양1동_012_15","ST-514","가양1동_011_1","1","4","730"
"20240717","출발시간","1300","ST-315","신정6동_017_1","ST-1995","목1동_006_2","1","8","1177"
"20240717","출발시간","1300","ST-315","신정6동_017_1","ST-2012","신정6동_044_1","1","98","1590"
"20240717","출발시간","1300","ST-3154","둔촌1동_001_3","ST-495","성내3동_041_1","1","47","2294"
"20240717","출발시간","1300","ST-3160","여의동_024_1","ST-2814","여의동_037_1","1","5","1051"
"20240717","출발시간","1300","ST-3160","여의동_024_1","ST-51","여의동_001_2","1","8","1316"
"20240717","출발시간","1300","ST-3162","삼전동_039_1","ST-3162","삼전동_039_1","1","13","1057"
"20240717","출발시간","1300","ST-3162","삼전동_039_1","ST-546","잠실본동_006_1","1","7","782"
"20240717","출발시간","1300","ST-3162","삼전동_039_1","ST-553","잠실3동_034_1","1","8","1131"
"20240717","출발시간","1300","ST-3172","방학1동_004_1","ST-612","상계1동_028_1","1","14","1932"
"20240717","출발시간","1300","ST-3185","도곡1동_004_1","ST-1897","대치1동_010_1","1","9","1759"
"20240717","출발시간","1300","ST-669","구로3동_014_1","ST-1237","구로4동_002_1","2","9","1372"
"20240717","출발시간","1300","ST-705","난곡동_008_1","ST-704","미성동_025_1","1","8","800"
"20240717","출발시간","1300","ST-724","서원동_036_1","ST-1678","삼성동_004_1","2","20","2382"
"20240717","출발시간","1300","ST-729","사당1동_011_1","ST-2355","사당1동_034_1","1","2","330"
"20240717","출발시간","1300","ST-735","공릉1동_016_1","ST-2081","하계1동_040_1","1","8","1019"
"20240717","출발시간","1300","ST-737","가락본동_002_1","ST-1872","가락2동_007_1","1","5","483"
"20240717","출발시간","1300","ST-750","반포3동_015_5","ST-2658","반포4동_013_2","1","7","730"
"20240717","출발시간","1300","ST-910","월곡2동_015_1","ST-2406","월곡1동_039_1","1","4","821"
"20240717","출발시간","1300","ST-942","면목5동_008_1","ST-942","면목5동_008_1","1","53","1654"
"20240717","출발시간","1300","ST-949","방배본동_013_1","ST-935","방배4동_006_1","1","4","492"
"20240717","출발시간","1300","ST-973","화양동_008_4","ST-2544","구의1동_004_1","1","4","768"
"20240717","도착시간","1300","ST-1013","목3동_027_1","ST-2000","목3동_027_2","1","48","539"
"20240717","도착시간","1300","ST-1015","목5동_002_1","ST-1015","목5동_002_1","1","90","1640"
"20240717","도착시간","1300","ST-1017","목5동_008_1","ST-1017","목5동_008_1","1","91","1940"
"20240717","도착시간","1300","ST-1044","둔촌2동_003_1","ST-1044","둔촌2동_003_1","1","81","2122"
"20240717","도착시간","1300","ST-1047","성내1동_016_1","ST-774","양재2동_039_4","1","50","14530"
"20240717","도착시간","1300","ST-1065","가양1동_016_2","ST-1064","발산1동_056_1","1","6","967"
"20240717","도착시간","1300","ST-1065","가양1동_016_2","ST-1688","가양1동_016_3","1","2","440"
"20240717","도착시간","1300","ST-1070","송파1동_014_1","ST-1070","송파1동_014_1","1","38","2100"
"20240717","도착시간","1300","ST-1093","중화2동_027_1","ST-912","면목본동_062_1","1","15","1272"
"20240717","도착시간","1300","ST-1107","번3동_008_1","ST-860","번2동_025_1","1","76","2845"
"20240717","도착시간","1300","ST-1109","수유3동_025_1","ST-1104","수유2동_010_1","1","15","1062"
"20240717","도착시간","1300","ST-1124","상계2동_025_1","ST-914","상계5동_001_2","1","5","869"
"20240717","도착시간","1300","ST-1130","창1동_015_1","ST-1642","상계10동_005_1","1","77","3459"
"20240717","도착시간","1300","ST-1135","도봉1동_034_1","ST-1465","방학1동_028_1","1","9","1159"
"20240717","도착시간","1300","ST-1135","도봉1동_034_1","ST-614","방학1동_019_2","1","10","1313"
"20240717","도착시간","1300","ST-1173","압구정동_048_1","ST-790","논현2동_002_2","1","2","300"
"20240717","도착시간","1300","ST-121","종로1,2,3,4가동_003_2","ST-2845","소공동_002_4","1","81","1707"
"20240717","도착시간","1300","ST-1218","신도림동_005_1","ST-662","신도림동_069_1","1","22","1155"
"20240717","도착시간","1300","ST-1222","구로5동_005_1","ST-1274","구로2동_023_1","1","11","1088"
"20240717","도착시간","1300","ST-1223","구로5동_001_1","ST-1652","대림2동_011_1","1","105","1686"
"20240717","도착시간","1300","ST-1223","구로5동_001_1","ST-669","구로3동_014_1","1","14","2371"
"20240717","도착시간","1300","ST-1236","신도림동_057_1","ST-3182","구로2동_001_6","1","5","644"
"20240717","도착시간","1300","ST-125","사직동_009_4","ST-124","사직동_009_3","1","92","1820"
"20240717","출발시간","1300","ST-1003","신월5동_005_1","ST-1718","방화1동_041_1","1","18","3441"
"20240717","출발시간","1300","ST-1006","목5동_005_1","ST-1731","목1동_003_5","1","11","1729"
"20240717","출발시간","1300","ST-1014","신정3동_091_1","ST-1398","신정3동_062_1","1","6","900"
"20240717","출발시간","1300","ST-1016","신월4동_001_1","ST-1398","신정3동_062_1","1","10","1666"
"20240717","출발시간","1300","ST-1018","목5동_051_1","ST-309","목4동_014_1","1","8","1209"
"20240717","출발시간","1300","ST-1046","성내2동_010_1","ST-1041","성내1동_012_1","1","5","930"
"20240717","출발시간","1300","ST-1046","성내2동_010_1","ST-2574","풍납2동_049_3","1","14","2206"
"20240717","출발시간","1300","ST-1064","발산1동_056_1","ST-2555","공항동_028_1","1","7","1310"
"20240717","출발시간","1300","ST-1064","발산1동_056_1","ST-2831","공항동_049_1","1","7","773"
"20240717","출발시간","1300","ST-1065","가양1동_016_2","ST-1249","등촌3동_064_1","1","15","2448"
"20240717","출발시간","1300","ST-1067","가양2동_001_1","ST-1511","등촌3동_003_1","1","15","1132"
"20240717","출발시간","1300","ST-1097","면목2동_013_1","ST-1097","면목2동_013_1","1","37","2530"
"20240717","출발시간","1300","ST-1165","양재1동_019_1","ST-1165","양재1동_019_1","1","21","4534"
"20240717","출발시간","1300","ST-1165","양재1동_019_1","ST-821","개포4동_029_1","1","41","2328"
"20240717","출발시간","1300","ST-1166","양재2동_005_1","ST-890","양재2동_039_6","1","11","1165"
"20240717","출발시간","1300","ST-1167","내곡동_005_1","ST-2788","양재2동_004_1","1","20","2045"
"20240717","출발시간","1300","ST-1177","도곡1동_032_1","ST-2870","역삼1동_037_1","1","7","721"
"20240717","출발시간","1300","ST-1186","수서동_023_1","ST-2681","세곡동_053_1","1","11","1656"
"20240717","출발시간","1300","ST-119","사직동_008_1","ST-132","종로1,2,3,4가동_003_3","1","4","706"
"20240717","출발시간","1300","ST-1190","연희동_036_1","ST-341","연남동_005_1","1","8","1172"
"20240717","출발시간","1300","ST-1198","왕십리도선동_027_1","ST-1198","왕십리도선동_027_1","1","48","1238"
"20240717","출발시간","1300","ST-1218","신도림동_005_1","ST-3182","구로2동_001_6","1","5","634"
"20240717","출발시간","1300","ST-1218","신도림동_005_1","ST-47","여의동_001_1","1","62","4876"
