기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,
20240102,출발시간,0,ST-1042,상일동_025_1,ST-1850,고덕2동_014_1,1,10,1642,
20240102,출발시간,0,ST-1061,천호1동_039_1,ST-1050,고덕1동_028_1,1,7,1399,
20240102,출발시간,0,ST-1086,오륜동_001_1,ST-1681,잠실6동_031_3,1,9,1484,
20240102,출발시간,5,ST-1201,동선동_031_1,ST-1455,안암동_026_1,1,7,900,
20240102,출발시간,0,ST-1095,면목4동_032_1,ST-262,장안2동_053_1,1,7,1040,
20240102,출발시간,0,ST-1098,면목본동_003_1,ST-2270,휘경2동_009_1,1,32,3458,
20240102,출발시간,0,ST-1111,공릉1동_067_1,ST-579,석관동_029_1,1,9,1668,
20240102,출발시간,0,ST-1124,상계2동_039_1,ST-3063,상계6·7동_073_2,1,7,1520,
20240102,출발시간,0,ST-118,사직동_004_1,ST-178,창신3동_003_1,1,23,4709,
20240102,출발시간,0,ST-1186,수서동_028_1,ST-2972,문정2동_029_3,1,13,2012,
20240102,출발시간,0,ST-12,신촌동_014_1,ST-2979,연남동_034_1,1,119,1220,
20240102,출발시간,0,ST-1237,구로4동_015_1,ST-703,신사동_023_1,1,21,2910,
20240102,출발시간,0,ST-1251,가양1동_037_1,ST-2491,가양1동_002_4,1,6,930,
20240102,출발시간,0,ST-1270,신림동_030_1,ST-733,신대방2동_027_3,1,7,1420,
20240102,출발시간,0,ST-1271,광장동_029_1,ST-384,능동_002_5,1,4,740,
20240102,출발시간,0,ST-1292,창4동_001_3,ST-1118,중계2·3동_080_1,1,19,3050,
20240102,출발시간,0,ST-132,종로1·2·3·4가동_008_1,ST-144,종로1·2·3·4가동_008_2,1,4,530,
20240102,출발시간,0,ST-1353,영등포본동_044_1,ST-2823,신길6동_007_1,1,18,2430,
20240102,출발시간,0,ST-1383,정릉4동_032_1,ST-1384,정릉2동_024_1,1,3,910,
20240102,출발시간,0,ST-1386,정릉1동_016_1,ST-1423,수유1동_027_1,1,23,3035,
20240102,출발시간,0,ST-1439,광희동_006_1,ST-197,다산동_016_1,1,7,790,
20240102,출발시간,0,ST-1466,쌍문4동_013_1,ST-1723,월곡1동_019_1,1,35,6910,
20240102,출발시간,0,ST-1546,조원동_004_1,ST-2826,신대방1동_014_1,1,6,604,
20240102,출발시간,0,ST-1584,잠실6동_025_1,ST-547,잠실2동_013_1,1,8,1290,
20240102,출발시간,0,ST-160,종로5·6가동_001_1,ST-1456,성북동_032_1,1,9,2077,
20240102,출발시간,0,ST-3040,대림3동_024_1,ST-279,양평2동_006_1,1,75,4620,
20240102,출발시간,0,ST-1609,숭인2동_005_1,ST-1818,혜화동_037_1,1,14,2730,
20240102,출발시간,0,ST-162,신당동_004_1,ST-1812,창신1동_008_1,1,2,330,
20240102,출발시간,0,ST-1652,대림2동_008_1,ST-1652,대림2동_008_1,1,19,1443,
20240102,출발시간,0,ST-1661,자양4동_005_1,ST-2310,화양동_038_1,1,4,667,
20240102,출발시간,0,ST-1665,송천동_040_1,ST-2235,정릉1동_020_1,1,13,1970,
20240102,출발시간,0,ST-1689,가양1동_039_3,ST-2965,공항동_034_2,1,4,850,
20240102,출발시간,0,ST-1691,대흥동_021_1,ST-15,서강동_025_1,1,11,1535,
20240102,출발시간,0,ST-1691,대흥동_021_1,ST-3019,서강동_030_1,1,12,2020,
20240102,출발시간,0,ST-1722,구의2동_042_1,ST-2309,구의1동_026_1,1,4,787,
20240102,출발시간,0,ST-1731,목1동_003_1,ST-1504,신정7동_007_1,1,13,2386,
20240102,출발시간,0,ST-1731,목1동_003_1,ST-2011,신정6동_019_1,1,12,2201,
20240102,출발시간,0,ST-1758,전농2동_002_1,ST-390,전농2동_004_1,1,4,1071,
20240102,출발시간,0,ST-1793,가락1동_001_2,ST-1872,가락2동_002_1,1,10,1710,
20240102,출발시간,0,ST-788,논현1동_004_1,ST-1152,사당3동_024_1,1,48,7440,
20240102,출발시간,0,ST-1812,창신1동_008_1,ST-1819,혜화동_023_1,1,17,2230,
20240102,출발시간,0,ST-1844,고덕1동_018_1,ST-1846,명일1동_010_2,1,15,2188,
20240102,출발시간,0,ST-1938,가산동_003_4,ST-3219,가산동_012_1,1,4,732,
20240102,출발시간,0,ST-1964,신도림동_028_1,ST-2817,대림1동_026_1,1,31,5370,
20240102,출발시간,0,ST-1972,당산2동_003_2,ST-1990,영등포본동_015_3,1,18,3330,
20240102,출발시간,0,ST-1990,영등포본동_015_3,ST-1700,영등포본동_031_1,1,4,913,
20240102,출발시간,0,ST-2016,목1동_044_1,ST-2958,양평1동_006_1,1,7,1164,
20240102,출발시간,0,ST-2045,가양1동_039_16,ST-2037,가양1동_043_1,1,6,1737,
20240102,출발시간,0,ST-2115,도봉2동_008_1,ST-2089,방학1동_011_1,1,16,2950,
20240102,출발시간,0,ST-2120,창5동_001_3,ST-643,수유3동_017_1,1,13,2270,
20240102,출발시간,0,ST-2125,번1동_030_1,ST-860,번2동_008_1,1,9,990,
20240102,출발시간,0,ST-2165,상암동_025_3,ST-2977,상암동_031_3,1,8,1284,
20240102,출발시간,0,ST-2168,서교동_001_1,ST-1691,대흥동_021_1,1,17,2330,
20240102,출발시간,0,ST-23,신수동_004_1,ST-201,아현동_049_1,1,8,1679,
20240102,출발시간,0,ST-2357,상도2동_001_1,ST-700,노량진1동_025_1,1,4,701,
20240102,출발시간,0,ST-2403,송천동_046_1,ST-2276,제기동_046_1,1,28,4626,
20240102,출발시간,0,ST-2407,구의3동_008_2,ST-3209,천호2동_048_1,1,20,3179,
20240102,출발시간,0,ST-2464,구로5동_002_2,ST-2464,구로5동_002_2,1,1,10,
20240102,출발시간,0,ST-2464,구로5동_002_2,ST-2996,신사동_020_1,1,31,4880,
20240102,출발시간,0,ST-2464,구로5동_002_2,ST-936,구로3동_037_2,1,19,3500,
20240102,출발시간,0,ST-2466,성수1가2동_006_1,ST-1422,풍납2동_035_1,1,39,8289,
20240102,출발시간,0,ST-2486,공항동_006_2,ST-1517,발산1동_012_1,1,14,2236,
20240102,출발시간,5,ST-1035,불광2동_021_1,X,,1,15,0,
20240102,출발시간,0,ST-2486,공항동_006_2,ST-2050,공항동_034_1,1,8,1197,
20240102,출발시간,0,ST-2502,용신동_003_1,ST-397,용신동_039_1,1,10,1310,
20240102,출발시간,0,ST-258,자양2동_046_1,ST-1661,자양4동_005_1,1,8,1385,
20240102,출발시간,0,ST-2603,장지동_068_1,ST-1075,문정1동_029_1,1,5,1000,
20240102,출발시간,0,ST-2630,상봉2동_025_1,ST-1451,망우본동_064_1,1,94,12460,
20240102,출발시간,0,ST-2649,상도2동_008_1,ST-1543,신대방2동_027_2,1,14,2290,
20240102,출발시간,0,ST-2654,신대방2동_019_1,ST-299,신길7동_003_1,1,5,1206,
20240102,출발시간,0,ST-2701,중계4동_005_1,ST-1473,중계본동_032_1,1,8,1350,
20240102,출발시간,0,ST-273,용신동_021_1,ST-273,용신동_021_1,1,40,2608,
20240102,출발시간,0,ST-2731,장위1동_005_2,ST-2731,장위1동_005_2,2,6,182,
20240102,출발시간,0,ST-2732,천호2동_057_1,ST-2749,길동_085_1,1,6,1286,
20240102,출발시간,0,ST-2732,천호2동_057_1,ST-488,암사1동_044_1,1,7,1613,
20240102,출발시간,0,ST-2761,신정4동_015_1,ST-310,목4동_047_1,1,13,1873,
20240102,출발시간,0,ST-2786,회현동_003_2,ST-438,청파동_039_1,1,7,1615,
20240102,출발시간,0,ST-282,양평1동_012_1,ST-1649,영등포동_012_1,1,10,1571,
20240102,출발시간,0,ST-2856,금호2·3가동_032_1,ST-1439,광희동_006_1,1,12,2280,
20240102,출발시간,0,ST-286,신대방2동_028_1,ST-1543,신대방2동_027_2,1,2,450,
20240102,출발시간,0,ST-292,양평1동_001_3,ST-1353,영등포본동_044_1,1,13,1924,
20240102,출발시간,0,ST-2921,상봉1동_020_3,ST-2922,상봉2동_013_1,1,5,670,
20240102,출발시간,0,ST-2979,연남동_034_1,ST-18,서교동_002_1,1,63,2867,
20240102,출발시간,0,ST-2994,등촌1동_016_1,ST-2994,등촌1동_016_1,1,25,1903,
20240102,출발시간,0,ST-3051,충현동_034_1,ST-2199,천연동_001_2,1,4,940,
20240102,출발시간,0,ST-3060,공릉2동_024_1,ST-2078,하계1동_027_1,1,7,1122,
20240102,출발시간,0,ST-3082,청파동_024_1,ST-2177,한강로동_008_1,1,16,2559,
20240102,출발시간,0,ST-3113,남가좌2동_016_1,ST-3114,홍은2동_051_1,1,1,0,
20240102,출발시간,0,ST-3142,영등포본동_015_4,ST-2054,화곡1동_062_1,1,49,7935,
20240102,출발시간,0,ST-3142,영등포본동_015_4,ST-702,신림동_029_1,1,33,5640,
20240102,출발시간,0,ST-3168,중화2동_009_1,ST-2067,공릉1동_034_1,1,37,5716,
20240102,출발시간,0,ST-32,서교동_028_1,ST-2975,서강동_006_1,1,3,741,
20240102,출발시간,0,ST-3234,삼각산동_061_1,ST-2137,번1동_030_2,1,49,3380,
20240102,출발시간,0,ST-3267,용답동_016_1,ST-2420,사근동_007_2,1,5,858,
20240102,출발시간,0,ST-37,신촌동_031_2,ST-2199,천연동_001_2,1,24,2460,
20240102,출발시간,0,ST-431,목4동_048_1,ST-310,목4동_047_1,1,2,0,
20240102,출발시간,0,ST-453,진관동_038_9,ST-1035,불광2동_021_1,1,10,1980,
20240102,출발시간,0,ST-486,천호2동_056_1,ST-492,암사2동_004_1,1,3,465,
20240102,출발시간,0,ST-493,천호2동_058_1,ST-3209,천호2동_048_1,1,4,624,
20240102,출발시간,0,ST-524,화곡1동_007_1,ST-1351,등촌3동_054_1,1,20,2860,
20240102,출발시간,0,ST-555,남가좌2동_002_2,ST-2533,성산2동_008_1,1,8,1750,
20240102,출발시간,0,ST-562,정릉3동_030_1,ST-2898,월곡1동_048_1,1,16,3780,
20240102,출발시간,0,ST-562,정릉3동_030_1,ST-563,길음1동_075_2,1,7,2440,
20240102,출발시간,0,ST-604,공릉2동_021_4,ST-1283,상계2동_023_1,1,21,4001,
20240102,출발시간,0,ST-62,여의동_017_1,ST-2654,신대방2동_019_1,1,24,3366,
20240102,출발시간,0,ST-639,독산1동_026_1,ST-1933,독산1동_025_2,1,8,1195,
20240102,출발시간,0,ST-668,구로3동_037_1,ST-1973,당산2동_032_1,1,24,5510,
20240102,출발시간,0,ST-669,구로3동_008_1,ST-1220,구로5동_045_1,1,5,778,
20240102,출발시간,0,ST-757,방배4동_026_2,ST-757,방배4동_026_2,1,0,0,
20240102,출발시간,0,ST-828,공항동_002_1,ST-2557,화곡6동_022_1,1,14,3280,
20240102,출발시간,0,ST-873,구로5동_027_2,ST-2692,신정7동_003_3,1,11,1780,
20240102,출발시간,0,ST-895,거여1동_018_1,ST-2988,위례동_001_4,1,4,815,
20240102,출발시간,0,ST-907,문정2동_034_1,ST-1186,수서동_028_1,1,11,2473,
20240102,출발시간,0,ST-920,개봉1동_051_4,ST-678,개봉1동_046_1,1,6,1272,
20240102,출발시간,0,ST-99,자양3동_050_1,ST-108,성수1가1동_014_2,1,52,5754,
20240102,도착시간,0,ST-162,신당동_004_1,ST-1812,창신1동_008_1,1,2,330,
20240102,도착시간,0,ST-2464,구로5동_002_2,ST-2464,구로5동_002_2,1,1,10,
20240102,도착시간,0,ST-2731,장위1동_005_2,ST-2731,장위1동_005_2,1,1,20,
20240102,도착시간,0,ST-3113,남가좌2동_016_1,ST-3114,홍은2동_051_1,1,1,0,
20240102,도착시간,0,ST-32,서교동_028_1,ST-2975,서강동_006_1,1,3,741,
20240102,도착시간,0,ST-486,천호2동_056_1,ST-492,암사2동_004_1,1,3,465,
20240102,도착시간,0,ST-757,방배4동_026_2,ST-757,방배4동_026_2,1,0,0,
20240102,출발시간,5,ST-1035,불광2동_021_1,ST-1035,불광2동_021_1,1,0,0,
20240102,출발시간,5,ST-1041,성내1동_033_1,ST-2749,길동_085_1,1,12,2360,
20240102,출발시간,5,ST-1065,가양1동_040_1,ST-2613,우장산동_004_1,1,4,636,
20240102,출발시간,5,ST-1065,가양1동_040_1,ST-835,발산1동_001_1,1,7,771,
20240102,출발시간,5,ST-1083,풍납1동_022_1,ST-486,천호2동_056_1,1,6,818,
20240102,출발시간,5,ST-1093,중화2동_035_1,ST-566,중화2동_038_2,1,3,684,
20240102,출발시간,5,ST-1097,면목2동_028_1,ST-2631,상봉2동_029_1,1,9,10,
20240102,출발시간,5,ST-1109,수유3동_016_1,ST-654,인수동_009_1,1,6,1190,
20240102,출발시간,5,ST-1142,가산동_007_2,ST-3196,독산1동_010_1,1,8,1271,
20240102,출발시간,5,ST-1171,신사동_029_1,ST-1908,반포3동_035_1,1,11,1630,
20240102,출발시간,5,ST-1186,수서동_028_1,ST-1872,가락2동_002_1,1,15,2266,
20240102,출발시간,5,ST-1286,중계2·3동_050_1,ST-1118,중계2·3동_080_1,1,2,0,
20240102,출발시간,5,ST-2087,중계2·3동_061_1,ST-1473,중계본동_032_1,1,9,1438,
20240102,출발시간,5,ST-3189,수궁동_048_2,ST-2828,오류2동_054_2,1,6,1000,
20240102,출발시간,5,ST-3234,삼각산동_061_1,ST-2137,번1동_030_2,1,48,3400,
20240102,출발시간,5,ST-3238,영등포동_035_1,ST-1150,노량진1동_041_1,1,24,3353,
20240102,출발시간,5,ST-638,독산1동_003_2,ST-638,독산1동_003_2,1,0,0,
20240102,출발시간,5,ST-761,서초2동_004_1,ST-1902,서초2동_020_1,1,9,1448,
20240102,출발시간,5,ST-891,잠실6동_031_5,ST-1730,송파1동_039_1,1,9,1540,
20240102,출발시간,5,ST-9,서교동_010_2,ST-2905,망원1동_041_1,1,11,2140,
20240102,출발시간,5,ST-971,월계3동_017_1,ST-262,장안2동_053_1,1,40,6646,
20240102,도착시간,5,ST-2921,상봉1동_020_3,ST-2922,상봉2동_013_1,1,5,670,
20240102,출발시간,5,ST-1220,구로5동_045_1,ST-1697,대림3동_036_1,1,7,827,
20240102,출발시간,5,ST-1263,군자동_038_1,ST-849,면목3·8동_050_1,1,14,2800,
20240102,출발시간,5,ST-1465,방학1동_036_1,ST-3269,방학1동_021_1,1,4,300,
20240102,출발시간,5,ST-1479,응암1동_019_1,ST-2785,응암1동_013_1,1,5,820,
20240102,출발시간,5,ST-1479,응암1동_019_1,ST-460,응암3동_017_1,1,6,1379,
20240102,출발시간,5,ST-1492,북아현동_001_2,ST-2200,북아현동_008_1,1,1,0,
20240102,출발시간,5,ST-157,이화동_016_1,X,,1,5,0,
20240102,출발시간,5,ST-1575,삼성1동_024_2,ST-2839,청담동_006_1,1,72,1262,
20240102,출발시간,5,ST-1576,논현1동_009_1,ST-1344,한남동_035_1,1,19,3220,
20240102,출발시간,5,ST-1584,잠실6동_025_1,ST-2833,석촌동_021_1,1,8,1140,
20240102,출발시간,5,ST-1631,제기동_038_1,ST-269,제기동_013_1,1,7,1190,
20240102,출발시간,5,ST-1650,영등포동_024_1,ST-1320,양평1동_024_1,1,12,1725,
20240102,출발시간,5,ST-1650,영등포동_024_1,ST-2820,문래동_004_1,1,12,1762,
20240102,출발시간,5,ST-1660,자양3동_025_1,ST-1722,구의2동_042_1,1,20,119,
20240102,출발시간,5,ST-1661,자양4동_005_1,ST-1198,왕십리도선동_028_2,1,24,5437,
20240102,출발시간,5,ST-1671,휘경1동_018_1,ST-1335,면목2동_039_1,1,13,1860,
20240102,출발시간,5,ST-1672,상계9동_042_1,ST-1640,상계9동_018_1,1,2,352,
20240102,출발시간,5,ST-1681,잠실6동_031_3,ST-1720,오륜동_001_5,1,15,2387,
20240102,출발시간,5,ST-20,서교동_029_1,ST-1677,당산1동_015_1,1,39,4978,
20240102,출발시간,5,ST-1714,가양1동_040_2,ST-516,등촌1동_012_1,1,20,2710,
20240102,출발시간,5,ST-1720,오륜동_001_5,ST-892,방이1동_017_1,1,6,973,
20240102,출발시간,5,ST-3230,가락본동_044_1,ST-892,방이1동_017_1,1,10,798,
20240102,출발시간,5,ST-1791,회현동_004_1,ST-1611,종로1·2·3·4가동_014_3,1,10,1585,
20240102,출발시간,5,ST-1805,종로1·2·3·4가동_008_4,ST-119,사직동_007_1,2,12,1748,
20240102,출발시간,5,ST-1842,천호3동_039_1,ST-1420,성내3동_030_1,1,13,1550,
20240102,출발시간,5,ST-1866,석촌동_002_1,ST-1728,잠실본동_030_1,1,12,1960,
20240102,출발시간,5,ST-1909,반포3동_035_2,ST-1910,반포3동_001_1,1,7,561,
20240102,출발시간,5,ST-197,다산동_016_1,ST-236,왕십리2동_011_2,1,15,2520,
20240102,출발시간,5,ST-1972,당산2동_003_2,ST-416,문래동_003_1,1,7,1723,
20240102,출발시간,5,ST-1977,문래동_047_1,ST-419,당산1동_040_1,1,5,622,
20240102,출발시간,5,ST-198,신당동_002_1,ST-160,종로5·6가동_001_1,1,8,1439,
20240102,출발시간,5,ST-1983,신길7동_022_1,ST-2827,상도1동_001_1,1,24,3851,
20240102,출발시간,5,ST-2023,가양1동_022_1,ST-2944,가양1동_029_1,1,3,630,
20240102,출발시간,5,ST-2031,가양1동_039_8,ST-1709,가양1동_039_5,1,3,755,
20240102,출발시간,5,ST-2031,가양1동_039_8,ST-2994,등촌1동_016_1,1,26,4140,
20240102,출발시간,5,ST-2045,가양1동_039_16,ST-2034,발산1동_012_2,1,11,1560,
20240102,출발시간,5,ST-2089,방학1동_011_1,ST-2115,도봉2동_008_1,1,12,4850,
20240102,출발시간,5,ST-2173,한강로동_004_1,ST-2173,한강로동_004_1,1,10,778,
20240102,출발시간,5,ST-2264,역촌동_073_1,ST-463,증산동_004_1,1,8,1883,
20240102,출발시간,5,ST-2264,역촌동_073_1,ST-479,역촌동_068_1,1,3,532,
20240102,출발시간,5,ST-2308,화양동_041_2,ST-1378,구의1동_005_1,1,7,1470,
20240102,출발시간,5,ST-2310,화양동_038_1,ST-2843,중곡3동_002_1,1,42,3500,
20240102,출발시간,5,ST-2380,청룡동_006_1,ST-702,신림동_029_1,1,13,1430,
20240102,출발시간,5,ST-2398,신정6동_049_1,ST-2398,신정6동_049_1,1,50,7635,
20240102,출발시간,5,ST-2411,공항동_001_1,ST-2884,발산1동_012_6,1,5,142,
20240102,출발시간,5,ST-253,군자동_038_2,ST-3042,성수1가2동_009_1,1,19,3872,
20240102,출발시간,5,ST-2538,발산1동_012_5,ST-2993,발산1동_060_2,1,7,1260,
20240102,출발시간,5,ST-2571,잠실6동_024_1,ST-1797,잠실2동_024_1,1,10,1610,
20240102,출발시간,5,ST-2584,거여1동_028_1,ST-1857,방이1동_005_2,1,21,2960,
20240102,출발시간,5,ST-2701,중계4동_005_1,ST-2719,중계본동_025_1,1,8,1012,
20240102,출발시간,5,ST-2714,월계1동_015_1,ST-1280,월계1동_012_1,1,2,0,
20240102,출발시간,5,ST-638,독산1동_003_2,ST-1220,구로5동_045_1,1,34,3647,
20240102,출발시간,5,ST-2731,장위1동_005_2,ST-2731,장위1동_005_2,1,1,130,
20240102,출발시간,5,ST-2738,둔촌2동_002_1,ST-1874,오륜동_041_1,1,8,1990,
20240102,출발시간,5,ST-2749,길동_085_1,ST-1420,성내3동_030_1,1,4,1172,
20240102,출발시간,5,ST-2762,신정4동_052_1,ST-536,화곡1동_060_1,1,6,878,
20240102,출발시간,5,ST-2782,갈현1동_039_1,ST-454,대조동_024_1,1,14,2599,
20240102,출발시간,5,ST-2793,장위2동_002_1,ST-2280,이문1동_052_1,1,11,2160,
20240102,출발시간,5,ST-2803,대방동_015_3,ST-1649,영등포동_012_1,1,14,1492,
20240102,출발시간,5,ST-286,신대방2동_028_1,ST-290,도림동_023_1,1,14,1870,
20240102,출발시간,5,ST-2861,공릉1동_058_1,ST-3168,중화2동_009_1,1,9,1943,
20240102,출발시간,5,ST-89,성산2동_041_5,ST-2905,망원1동_041_1,1,28,2374,
20240102,출발시간,5,ST-2873,신사동_037_1,ST-2959,대림1동_008_1,1,12,2060,
20240102,출발시간,5,ST-289,문래동_048_1,ST-2820,문래동_004_1,1,8,1100,
20240102,출발시간,5,ST-289,문래동_048_1,ST-724,서원동_043_1,1,30,7630,
20240102,출발시간,5,ST-3015,상계6·7동_058_1,ST-1283,상계2동_023_1,1,8,1430,
20240102,출발시간,5,ST-3015,상계6·7동_058_1,ST-2113,방학3동_007_1,1,24,4140,
20240102,출발시간,5,ST-307,신길7동_001_2,ST-307,신길7동_001_2,1,4,70,
20240102,출발시간,5,ST-3079,대치2동_001_3,ST-1862,잠실3동_048_1,1,12,3830,
20240102,출발시간,5,ST-3142,영등포본동_015_4,ST-3142,영등포본동_015_4,1,3,0,
20240102,출발시간,5,ST-3145,가양1동_039_21,ST-522,우장산동_004_2,1,5,1439,
20240102,출발시간,5,ST-3214,방이2동_007_1,ST-1851,석촌동_053_1,1,11,2161,
20240102,출발시간,5,ST-3214,방이2동_007_1,ST-2578,송파2동_001_2,1,9,2430,
20240102,출발시간,5,ST-3214,방이2동_007_1,ST-2986,석촌동_036_1,1,21,1891,
20240102,출발시간,5,ST-3267,용답동_016_1,ST-265,용신동_013_1,1,10,2450,
20240102,출발시간,5,ST-3267,용답동_016_1,ST-273,용신동_021_1,1,17,2053,
20240102,출발시간,5,ST-37,신촌동_031_2,ST-2199,천연동_001_2,2,42,4760,
20240102,출발시간,5,ST-395,장안2동_022_2,ST-395,장안2동_022_2,1,12,1935,
20240102,출발시간,5,ST-444,혜화동_037_2,ST-1817,혜화동_004_1,1,2,270,
20240102,출발시간,5,ST-453,진관동_038_9,ST-1329,진관동_031_1,1,11,742,
20240102,출발시간,5,ST-453,진관동_038_9,ST-450,진관동_027_1,1,10,730,
20240102,출발시간,5,ST-495,성내3동_014_1,ST-1687,성내3동_028_1,1,41,3150,
20240102,출발시간,5,ST-525,우장산동_065_1,X,,1,20,2302,
20240102,출발시간,5,ST-536,화곡1동_060_1,ST-2028,화곡1동_037_1,1,8,1099,
20240102,출발시간,5,ST-616,쌍문3동_033_2,ST-650,수유3동_021_1,1,9,1900,
20240102,출발시간,5,ST-621,가산동_006_3,ST-919,고척1동_006_1,1,16,2520,
20240102,출발시간,5,ST-664,신도림동_045_1,ST-2007,신정2동_021_2,1,8,1433,
20240102,출발시간,5,ST-664,신도림동_045_1,ST-887,인헌동_020_1,1,47,7418,
20240102,출발시간,5,ST-703,신사동_023_1,ST-703,신사동_023_1,1,99,3787,
20240102,출발시간,5,ST-703,신사동_023_1,ST-882,은천동_039_1,1,24,1980,
20240102,출발시간,5,ST-704,미성동_027_1,ST-661,독산4동_015_1,1,19,2120,
20240102,출발시간,5,ST-72,여의동_005_15,ST-66,여의동_005_14,1,3,108,
20240102,출발시간,5,ST-740,오금동_008_1,ST-3133,오륜동_036_1,1,8,1156,
20240102,출발시간,5,ST-757,방배4동_026_2,ST-1916,방배본동_030_1,1,3,699,
20240102,출발시간,5,ST-827,안암동_030_1,ST-2280,이문1동_052_1,1,25,3051,
20240102,출발시간,5,ST-849,면목3·8동_050_1,ST-262,장안2동_053_1,1,12,1780,
20240102,출발시간,5,ST-849,면목3·8동_050_1,ST-395,장안2동_022_2,1,12,1740,
20240102,출발시간,5,ST-868,상계1동_062_2,ST-1119,상계1동_030_1,1,12,600,
20240102,출발시간,5,ST-907,문정2동_034_1,ST-2588,장지동_012_1,1,4,757,
20240102,출발시간,5,ST-96,상암동_060_1,ST-76,상암동_015_1,1,18,2180,
20240102,출발시간,5,ST-97,화양동_040_1,ST-253,군자동_038_2,1,4,1101,
20240102,출발시간,5,ST-975,방화1동_055_2,ST-2031,가양1동_039_8,1,4,820,
20240102,출발시간,5,ST-987,자양3동_004_1,ST-99,자양3동_050_1,1,9,1400,
20240102,도착시간,5,ST-1035,불광2동_021_1,ST-1035,불광2동_021_1,1,0,0,
20240102,도착시간,5,ST-1093,중화2동_035_1,ST-566,중화2동_038_2,1,3,684,
20240102,도착시간,5,ST-1095,면목4동_032_1,ST-262,장안2동_053_1,1,7,1040,
20240102,도착시간,5,ST-1124,상계2동_039_1,ST-3063,상계6·7동_073_2,1,7,1520,
20240102,도착시간,5,ST-1251,가양1동_037_1,ST-2491,가양1동_002_4,1,6,930,
20240102,도착시간,5,ST-1271,광장동_029_1,ST-384,능동_002_5,1,4,740,
20240102,도착시간,5,ST-1286,중계2·3동_050_1,ST-1118,중계2·3동_080_1,1,2,0,
20240102,도착시간,5,ST-132,종로1·2·3·4가동_008_1,ST-144,종로1·2·3·4가동_008_2,1,4,530,
20240102,도착시간,5,ST-1383,정릉4동_032_1,ST-1384,정릉2동_024_1,1,3,910,
20240102,도착시간,5,ST-1584,잠실6동_025_1,ST-547,잠실2동_013_1,1,8,1290,
20240102,도착시간,5,ST-1661,자양4동_005_1,ST-2310,화양동_038_1,1,4,667,
20240102,도착시간,5,ST-1689,가양1동_039_3,ST-2965,공항동_034_2,1,4,850,
20240102,도착시간,5,ST-1722,구의2동_042_1,ST-2309,구의1동_026_1,1,4,787,
20240102,도착시간,5,ST-1758,전농2동_002_1,ST-390,전농2동_004_1,1,4,1071,
20240102,도착시간,5,ST-1938,가산동_003_4,ST-3219,가산동_012_1,1,4,732,
20240102,도착시간,5,ST-1990,영등포본동_015_3,ST-1700,영등포본동_031_1,1,4,913,
20240102,도착시간,5,ST-2023,가양1동_022_1,ST-2944,가양1동_029_1,1,3,630,
20240102,도착시간,5,ST-2045,가양1동_039_16,ST-2037,가양1동_043_1,1,6,1737,
20240102,도착시간,5,ST-2357,상도2동_001_1,ST-700,노량진1동_025_1,1,4,701,
20240102,도착시간,5,ST-2486,공항동_006_2,ST-2050,공항동_034_1,1,8,1197,
20240102,도착시간,5,ST-2603,장지동_068_1,ST-1075,문정1동_029_1,1,5,1000,
20240102,도착시간,5,ST-2654,신대방2동_019_1,ST-299,신길7동_003_1,1,5,1206,
20240102,도착시간,5,ST-2701,중계4동_005_1,ST-1473,중계본동_032_1,1,8,1350,
20240102,도착시간,5,ST-2714,월계1동_015_1,ST-1280,월계1동_012_1,1,2,0,
20240102,도착시간,5,ST-2731,장위1동_005_2,ST-2731,장위1동_005_2,2,6,292,
20240102,도착시간,5,ST-2786,회현동_003_2,ST-438,청파동_039_1,1,7,1615,
20240102,도착시간,5,ST-286,신대방2동_028_1,ST-1543,신대방2동_027_2,1,2,450,
20240102,출발시간,10,ST-1070,송파1동_010_1,ST-840,잠실3동_018_1,1,7,1268,
20240102,출발시간,10,ST-1093,중화2동_035_1,ST-2293,중화1동_007_1,1,3,666,
20240102,출발시간,10,ST-112,성수2가3동_016_1,ST-378,구의3동_050_1,1,55,3370,
20240102,출발시간,10,ST-1275,구로5동_059_1,ST-669,구로3동_008_1,1,11,1640,
20240102,출발시간,10,ST-1291,상계6·7동_002_1,ST-869,상계1동_032_1,1,20,2633,
20240102,출발시간,10,ST-1554,반포1동_026_1,ST-1899,반포1동_045_1,1,5,666,
20240102,출발시간,10,ST-1868,잠실3동_030_1,ST-1851,석촌동_053_1,1,6,954,
20240102,출발시간,10,ST-2028,화곡1동_037_1,ST-2040,가양1동_040_3,1,13,2570,
20240102,출발시간,10,ST-2290,묵1동_048_1,ST-2077,상계5동_055_1,1,30,6834,
20240102,출발시간,10,ST-2332,금호4가동_025_1,ST-849,면목3·8동_050_1,1,89,12925,
20240102,출발시간,10,ST-2771,신월6동_004_1,ST-1004,신정3동_075_1,1,155,940,
20240102,출발시간,10,ST-2873,신사동_037_1,ST-705,난곡동_019_1,1,6,1040,
20240102,출발시간,10,ST-2994,등촌1동_016_1,ST-517,염창동_009_1,1,4,603,
20240102,출발시간,10,ST-3214,방이2동_007_1,ST-2595,잠실4동_001_2,1,5,860,
20240102,출발시간,10,ST-400,청량리동_040_1,ST-1455,안암동_026_1,1,16,2660,
